,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
1909560,1909560,AF-P46945-F1-model_v3.pdb@@AF-Q03774-F1-model_v3.pdb.txt,0.5375449999999999,0.107,P46945,Q03774,pro_with_unknown_function
1909797,1909797,AF-Q3E765-F1-model_v3.pdb@@AF-P53112-F1-model_v3.pdb.txt,0.505445,0.114,Q3E765,P53112,pro_with_unknown_function
1909809,1909809,AF-P0C5N0-F1-model_v3.pdb@@AF-P53158-F1-model_v3.pdb.txt,0.557335,0.082,P0C5N0,P53158,pro_with_unknown_function
1909917,1909917,AF-P25351-F1-model_v3.pdb@@AF-Q07904-F1-model_v3.pdb.txt,0.630055,0.105,P25351,Q07904,pro_with_unknown_function
1910589,1910589,AF-Q8TGS5-F1-model_v3.pdb@@AF-P32458-F1-model_v3.pdb.txt,0.513875,0.029,Q8TGS5,P32458,pro_with_unknown_function
1910670,1910670,AF-Q3E813-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.5145850000000001,0.054,Q3E813,Q2V2P1,pro_with_unknown_function
1910735,1910735,AF-P0C5R4-F1-model_v3.pdb@@AF-P25651-F1-model_v3.pdb.txt,0.5603400000000001,0.065,P0C5R4,P25651,pro_with_unknown_function
1910823,1910823,AF-Q3E805-F1-model_v3.pdb@@AF-A5Z2X5-F1-model_v3.pdb.txt,0.503375,0.103,Q3E805,A5Z2X5,pro_with_unknown_function
1911019,1911019,AF-Q3E7A2-F1-model_v3.pdb@@AF-P81450-F1-model_v3.pdb.txt,0.51637,0.023,Q3E7A2,P81450,pro_with_unknown_function
1911399,1911399,AF-Q3E843-F1-model_v3.pdb@@AF-Q07829-F1-model_v3.pdb.txt,0.510355,0.028,Q3E843,Q07829,pro_with_unknown_function
1911819,1911819,AF-Q3E778-F1-model_v3.pdb@@AF-P25651-F1-model_v3.pdb.txt,0.53914,0.029,Q3E778,P25651,pro_with_unknown_function
1912452,1912452,AF-Q3E7A6-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.6699350000000001,0.056,Q3E7A6,P41806,pro_with_unknown_function
1912777,1912777,AF-Q03516-F1-model_v3.pdb@@AF-Q12252-F1-model_v3.pdb.txt,0.77525,0.367,Q03516,Q12252,pro_with_unknown_function
1912808,1912808,AF-P0C5N1-F1-model_v3.pdb@@AF-P81449-F1-model_v3.pdb.txt,0.541235,0.02,P0C5N1,P81449,pro_with_unknown_function
1913151,1913151,AF-P34231-F1-model_v3.pdb@@AF-Q06991-F1-model_v3.pdb.txt,0.5950300000000001,0.246,P34231,Q06991,pro_with_unknown_function
1913533,1913533,AF-P0C5M8-F1-model_v3.pdb@@AF-P38523-F1-model_v3.pdb.txt,0.518095,0.207,P0C5M8,P38523,pro_with_unknown_function
1913751,1913751,AF-P0C5S1-F1-model_v3.pdb@@AF-Q12233-F1-model_v3.pdb.txt,0.56105,0.077,P0C5S1,Q12233,pro_with_unknown_function
1914067,1914067,AF-P0C5P6-F1-model_v3.pdb@@AF-P32489-F1-model_v3.pdb.txt,0.518645,0.027,P0C5P6,P32489,pro_with_unknown_function
1914221,1914221,AF-Q3E7Z3-F1-model_v3.pdb@@AF-P53130-F1-model_v3.pdb.txt,0.52967,0.024,Q3E7Z3,P53130,pro_with_unknown_function
1914325,1914325,AF-P46996-F1-model_v3.pdb@@AF-Q07376-F1-model_v3.pdb.txt,0.659585,0.084,P46996,Q07376,pro_with_unknown_function
1914492,1914492,AF-Q05898-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.55694,0.024,Q05898,Q3E808,pro_with_unknown_function
1914822,1914822,AF-Q3E778-F1-model_v3.pdb@@AF-P40005-F1-model_v3.pdb.txt,0.611075,0.059,Q3E778,P40005,pro_with_unknown_function
1915153,1915153,AF-Q8TGS5-F1-model_v3.pdb@@AF-P0C289-F1-model_v3.pdb.txt,0.553705,0.074,Q8TGS5,P0C289,pro_with_unknown_function
1915207,1915207,AF-P40445-F1-model_v3.pdb@@AF-P39932-F1-model_v3.pdb.txt,0.6398900000000001,0.11,P40445,P39932,pro_with_unknown_function
1915231,1915231,AF-P47159-F1-model_v3.pdb@@AF-P54862-F1-model_v3.pdb.txt,0.7019500000000001,0.101,P47159,P54862,pro_with_unknown_function
1915471,1915471,AF-P0C5L4-F1-model_v3.pdb@@AF-Q07623-F1-model_v3.pdb.txt,0.50935,0.041,P0C5L4,Q07623,pro_with_unknown_function
1915604,1915604,AF-Q3E7Z3-F1-model_v3.pdb@@AF-P53900-F1-model_v3.pdb.txt,0.534125,0.051,Q3E7Z3,P53900,pro_with_unknown_function
1915693,1915693,AF-Q3E7A0-F1-model_v3.pdb@@AF-P40515-F1-model_v3.pdb.txt,0.5088,0.077,Q3E7A0,P40515,pro_with_unknown_function
1915714,1915714,AF-P0C5M0-F1-model_v3.pdb@@AF-Q03435-F1-model_v3.pdb.txt,0.523815,0.067,P0C5M0,Q03435,pro_with_unknown_function
1916876,1916876,AF-P53194-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.504275,0.146,P53194,Q2V2P1,pro_with_unknown_function
1917069,1917069,AF-Q3E778-F1-model_v3.pdb@@AF-P17106-F1-model_v3.pdb.txt,0.501905,0.0,Q3E778,P17106,pro_with_unknown_function
1917956,1917956,AF-P0C5S1-F1-model_v3.pdb@@AF-Q99382-F1-model_v3.pdb.txt,0.5101899999999999,0.038,P0C5S1,Q99382,pro_with_unknown_function
1918188,1918188,AF-Q8TGT0-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.540335,0.021,Q8TGT0,P39982,pro_with_unknown_function
1918325,1918325,AF-P40579-F1-model_v3.pdb@@AF-P40008-F1-model_v3.pdb.txt,0.721465,0.158,P40579,P40008,pro_with_unknown_function
1918375,1918375,AF-Q3E765-F1-model_v3.pdb@@AF-Q12247-F1-model_v3.pdb.txt,0.565835,0.09,Q3E765,Q12247,pro_with_unknown_function
1918627,1918627,AF-P0C5S1-F1-model_v3.pdb@@AF-P40219-F1-model_v3.pdb.txt,0.501935,0.077,P0C5S1,P40219,pro_with_unknown_function
1918953,1918953,AF-Q3E767-F1-model_v3.pdb@@AF-P46671-F1-model_v3.pdb.txt,0.557875,0.043,Q3E767,P46671,pro_with_unknown_function
1919644,1919644,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P26343-F1-model_v3.pdb.txt,0.562375,0.203,Q3E7Z5,P26343,pro_with_unknown_function
1919723,1919723,AF-Q03102-F1-model_v3.pdb@@AF-P07246-F1-model_v3.pdb.txt,0.678435,0.16,Q03102,P07246,pro_with_unknown_function
1920154,1920154,AF-Q3E767-F1-model_v3.pdb@@AF-P38934-F1-model_v3.pdb.txt,0.5131899999999999,0.043,Q3E767,P38934,pro_with_unknown_function
1920182,1920182,AF-P53912-F1-model_v3.pdb@@AF-P39714-F1-model_v3.pdb.txt,0.6925600000000001,0.178,P53912,P39714,pro_with_unknown_function
1920389,1920389,AF-Q8TGS5-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.6952050000000001,0.152,Q8TGS5,P80967,pro_with_unknown_function
1920439,1920439,AF-Q8TGS5-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.67274,0.029,Q8TGS5,P69851,pro_with_unknown_function
1921064,1921064,AF-Q2V2P2-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.64221,0.024,Q2V2P2,P40975,pro_with_unknown_function
1921155,1921155,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.6643300000000001,0.071,Q3E7Z5,Q3E808,pro_with_unknown_function
1921691,1921691,AF-Q2V2P4-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.5272049999999999,0.0,Q2V2P4,P40975,pro_with_unknown_function
1921770,1921770,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q07451-F1-model_v3.pdb.txt,0.5001899999999999,0.082,Q3E7Z5,Q07451,pro_with_unknown_function
1921870,1921870,AF-P53878-F1-model_v3.pdb@@AF-P32573-F1-model_v3.pdb.txt,0.61476,0.126,P53878,P32573,pro_with_unknown_function
1922341,1922341,AF-P47159-F1-model_v3.pdb@@AF-P43562-F1-model_v3.pdb.txt,0.66476,0.145,P47159,P43562,pro_with_unknown_function
1922441,1922441,AF-Q8TGT2-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.65028,0.03,Q8TGT2,P0C270,pro_with_unknown_function
1922870,1922870,AF-Q3E7Z6-F1-model_v3.pdb@@AF-Q08990-F1-model_v3.pdb.txt,0.51173,0.074,Q3E7Z6,Q08990,pro_with_unknown_function
1923029,1923029,AF-Q3E750-F1-model_v3.pdb@@AF-P40505-F1-model_v3.pdb.txt,0.547175,0.1,Q3E750,P40505,pro_with_unknown_function
1923261,1923261,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.7472,0.226,Q3E7Z9,P32903,pro_with_unknown_function
1923512,1923512,AF-P0C5S1-F1-model_v3.pdb@@AF-P46671-F1-model_v3.pdb.txt,0.515245,0.115,P0C5S1,P46671,pro_with_unknown_function
1923517,1923517,AF-P40448-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.50872,0.095,P40448,Q3E787,pro_with_unknown_function
1923539,1923539,AF-Q3E782-F1-model_v3.pdb@@AF-Q08955-F1-model_v3.pdb.txt,0.556415,0.043,Q3E782,Q08955,pro_with_unknown_function
1923702,1923702,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.62671,0.062,Q8TGU8,Q3E7B7,pro_with_unknown_function
1924141,1924141,AF-Q3E809-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.58616,0.062,Q3E809,P46988,pro_with_unknown_function
1924153,1924153,AF-P0C5K9-F1-model_v3.pdb@@AF-Q04338-F1-model_v3.pdb.txt,0.506455,0.074,P0C5K9,Q04338,pro_with_unknown_function
1924172,1924172,AF-Q3E7B0-F1-model_v3.pdb@@AF-P56508-F1-model_v3.pdb.txt,0.537095,0.065,Q3E7B0,P56508,pro_with_unknown_function
1924294,1924294,AF-P53748-F1-model_v3.pdb@@AF-P30606-F1-model_v3.pdb.txt,0.56931,0.119,P53748,P30606,pro_with_unknown_function
1924633,1924633,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P30902-F1-model_v3.pdb.txt,0.50849,0.05,Q3E7Z7,P30902,pro_with_unknown_function
1924876,1924876,AF-Q3E762-F1-model_v3.pdb@@AF-P47822-F1-model_v3.pdb.txt,0.572635,0.054,Q3E762,P47822,pro_with_unknown_function
1925072,1925072,AF-Q8TGU8-F1-model_v3.pdb@@AF-P25649-F1-model_v3.pdb.txt,0.51339,0.062,Q8TGU8,P25649,pro_with_unknown_function
1925173,1925173,AF-Q3E7B0-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.5411600000000001,0.059,Q3E7B0,Q3E772,pro_with_unknown_function
1925191,1925191,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P38192-F1-model_v3.pdb.txt,0.5268550000000001,0.074,Q3E7Z6,P38192,pro_with_unknown_function
1925461,1925461,AF-Q3E7A0-F1-model_v3.pdb@@AF-P38325-F1-model_v3.pdb.txt,0.51303,0.053,Q3E7A0,P38325,pro_with_unknown_function
1925720,1925720,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q05637-F1-model_v3.pdb.txt,0.6043700000000001,0.026,Q3E7A0,Q05637,pro_with_unknown_function
1926133,1926133,AF-Q3E7B4-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.58616,0.024,Q3E7B4,P80967,pro_with_unknown_function
1926537,1926537,AF-P0C5Q3-F1-model_v3.pdb@@AF-P38523-F1-model_v3.pdb.txt,0.51241,0.102,P0C5Q3,P38523,pro_with_unknown_function
1927073,1927073,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.558125,0.026,Q3E7A0,Q03713,pro_with_unknown_function
1927139,1927139,AF-P0C5R4-F1-model_v3.pdb@@AF-P47114-F1-model_v3.pdb.txt,0.506065,0.087,P0C5R4,P47114,pro_with_unknown_function
1927185,1927185,AF-P0C269-F1-model_v3.pdb@@AF-Q3E784-F1-model_v3.pdb.txt,0.5085850000000001,0.077,P0C269,Q3E784,pro_with_unknown_function
1927356,1927356,AF-P0C5P3-F1-model_v3.pdb@@AF-P25651-F1-model_v3.pdb.txt,0.514155,0.069,P0C5P3,P25651,pro_with_unknown_function
1927412,1927412,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q12158-F1-model_v3.pdb.txt,0.512605,0.0,Q8TGS5,Q12158,pro_with_unknown_function
1927732,1927732,AF-P46996-F1-model_v3.pdb@@AF-P53389-F1-model_v3.pdb.txt,0.6364099999999999,0.072,P46996,P53389,pro_with_unknown_function
1927888,1927888,AF-Q8TGS1-F1-model_v3.pdb@@AF-P40046-F1-model_v3.pdb.txt,0.530845,0.097,Q8TGS1,P40046,pro_with_unknown_function
1927966,1927966,AF-Q12486-F1-model_v3.pdb@@AF-P53078-F1-model_v3.pdb.txt,0.60604,0.137,Q12486,P53078,pro_with_unknown_function
1928172,1928172,AF-P0C5R4-F1-model_v3.pdb@@AF-P53102-F1-model_v3.pdb.txt,0.514355,0.065,P0C5R4,P53102,pro_with_unknown_function
1928187,1928187,AF-P0C5S1-F1-model_v3.pdb@@AF-A5Z2X5-F1-model_v3.pdb.txt,0.546055,0.115,P0C5S1,A5Z2X5,pro_with_unknown_function
1928346,1928346,AF-P0C5P6-F1-model_v3.pdb@@AF-Q06497-F1-model_v3.pdb.txt,0.506115,0.054,P0C5P6,Q06497,pro_with_unknown_function
1928706,1928706,AF-P40519-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.527855,0.118,P40519,Q3E828,pro_with_unknown_function
1928785,1928785,AF-Q3E778-F1-model_v3.pdb@@AF-Q12488-F1-model_v3.pdb.txt,0.512045,0.176,Q3E778,Q12488,pro_with_unknown_function
1929139,1929139,AF-Q3E750-F1-model_v3.pdb@@AF-P21705-F1-model_v3.pdb.txt,0.50556,0.034,Q3E750,P21705,pro_with_unknown_function
1929329,1929329,AF-Q3E804-F1-model_v3.pdb@@AF-P22804-F1-model_v3.pdb.txt,0.54043,0.019,Q3E804,P22804,pro_with_unknown_function
1929416,1929416,AF-Q3E750-F1-model_v3.pdb@@AF-Q03375-F1-model_v3.pdb.txt,0.526585,0.036,Q3E750,Q03375,pro_with_unknown_function
1929463,1929463,AF-Q3E814-F1-model_v3.pdb@@AF-Q07549-F1-model_v3.pdb.txt,0.5098750000000001,0.077,Q3E814,Q07549,pro_with_unknown_function
1929895,1929895,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P39970-F1-model_v3.pdb.txt,0.50633,0.059,Q3E7Z5,P39970,pro_with_unknown_function
1929965,1929965,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.608105,0.056,Q3E7A6,Q12248,pro_with_unknown_function
1930601,1930601,AF-Q45U18-F1-model_v3.pdb@@AF-Q12247-F1-model_v3.pdb.txt,0.618625,0.045,Q45U18,Q12247,pro_with_unknown_function
1930603,1930603,AF-P0C5K9-F1-model_v3.pdb@@AF-P53900-F1-model_v3.pdb.txt,0.5398499999999999,0.074,P0C5K9,P53900,pro_with_unknown_function
1930863,1930863,AF-Q8TGT0-F1-model_v3.pdb@@AF-P18852-F1-model_v3.pdb.txt,0.56863,0.08,Q8TGT0,P18852,pro_with_unknown_function
1930921,1930921,AF-P0C5R4-F1-model_v3.pdb@@AF-P0CX82-F1-model_v3.pdb.txt,0.5923700000000001,0.109,P0C5R4,P0CX82,pro_with_unknown_function
1931052,1931052,AF-P46996-F1-model_v3.pdb@@AF-P13090-F1-model_v3.pdb.txt,0.64618,0.098,P46996,P13090,pro_with_unknown_function
1931108,1931108,AF-P25351-F1-model_v3.pdb@@AF-P38142-F1-model_v3.pdb.txt,0.65789,0.123,P25351,P38142,pro_with_unknown_function
1931249,1931249,AF-Q8TGT1-F1-model_v3.pdb@@AF-P69852-F1-model_v3.pdb.txt,0.658485,0.089,Q8TGT1,P69852,pro_with_unknown_function
1931877,1931877,AF-Q3E776-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.5566,0.095,Q3E776,Q3E808,pro_with_unknown_function
1932074,1932074,AF-P38318-F1-model_v3.pdb@@AF-P39004-F1-model_v3.pdb.txt,0.584855,0.095,P38318,P39004,pro_with_unknown_function
1932152,1932152,AF-Q3E7Z3-F1-model_v3.pdb@@AF-P25649-F1-model_v3.pdb.txt,0.5098050000000001,0.027,Q3E7Z3,P25649,pro_with_unknown_function
1932707,1932707,AF-Q3E843-F1-model_v3.pdb@@AF-P32450-F1-model_v3.pdb.txt,0.54052,0.051,Q3E843,P32450,pro_with_unknown_function
1932751,1932751,AF-P0C5R4-F1-model_v3.pdb@@AF-Q06511-F1-model_v3.pdb.txt,0.53153,0.109,P0C5R4,Q06511,pro_with_unknown_function
1933163,1933163,AF-P0C5R4-F1-model_v3.pdb@@AF-Q07915-F1-model_v3.pdb.txt,0.549285,0.065,P0C5R4,Q07915,pro_with_unknown_function
1933645,1933645,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q2V2P8-F1-model_v3.pdb.txt,0.587075,0.057,Q3E7A6,Q2V2P8,pro_with_unknown_function
1933818,1933818,AF-Q3E7B4-F1-model_v3.pdb@@AF-P53286-F1-model_v3.pdb.txt,0.531015,0.063,Q3E7B4,P53286,pro_with_unknown_function
1934493,1934493,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q08955-F1-model_v3.pdb.txt,0.655705,0.048,Q3E7B4,Q08955,pro_with_unknown_function
1934498,1934498,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P39545-F1-model_v3.pdb.txt,0.54757,0.125,Q3E7Z6,P39545,pro_with_unknown_function
1934638,1934638,AF-Q3E7A0-F1-model_v3.pdb@@AF-P0C289-F1-model_v3.pdb.txt,0.515005,0.071,Q3E7A0,P0C289,pro_with_unknown_function
1934918,1934918,AF-P0C5P6-F1-model_v3.pdb@@AF-P53158-F1-model_v3.pdb.txt,0.532235,0.027,P0C5P6,P53158,pro_with_unknown_function
1936108,1936108,AF-Q8TGQ7-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.563525,0.115,Q8TGQ7,P0C270,pro_with_unknown_function
1936279,1936279,AF-P53925-F1-model_v3.pdb@@AF-Q06522-F1-model_v3.pdb.txt,0.5253099999999999,0.101,P53925,Q06522,pro_with_unknown_function
1936283,1936283,AF-P0C5N0-F1-model_v3.pdb@@AF-P38784-F1-model_v3.pdb.txt,0.53572,0.073,P0C5N0,P38784,pro_with_unknown_function
1936442,1936442,AF-P53750-F1-model_v3.pdb@@AF-Q03649-F1-model_v3.pdb.txt,0.552035,0.119,P53750,Q03649,pro_with_unknown_function
1936620,1936620,AF-P0C5P3-F1-model_v3.pdb@@AF-Q04839-F1-model_v3.pdb.txt,0.51681,0.103,P0C5P3,Q04839,pro_with_unknown_function
1936653,1936653,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P40491-F1-model_v3.pdb.txt,0.523395,0.037,Q3E7Z6,P40491,pro_with_unknown_function
1936768,1936768,AF-P0C5P3-F1-model_v3.pdb@@AF-P38341-F1-model_v3.pdb.txt,0.51558,0.107,P0C5P3,P38341,pro_with_unknown_function
1937112,1937112,AF-Q3E762-F1-model_v3.pdb@@AF-Q06162-F1-model_v3.pdb.txt,0.57306,0.062,Q3E762,Q06162,pro_with_unknown_function
1937129,1937129,AF-P38235-F1-model_v3.pdb@@AF-P39984-F1-model_v3.pdb.txt,0.556675,0.064,P38235,P39984,pro_with_unknown_function
1937151,1937151,AF-P0C5L4-F1-model_v3.pdb@@AF-P32912-F1-model_v3.pdb.txt,0.510395,0.135,P0C5L4,P32912,pro_with_unknown_function
1937261,1937261,AF-Q3E7A6-F1-model_v3.pdb@@AF-P87262-F1-model_v3.pdb.txt,0.520305,0.029,Q3E7A6,P87262,pro_with_unknown_function
1937333,1937333,AF-P40445-F1-model_v3.pdb@@AF-P53943-F1-model_v3.pdb.txt,0.679555,0.119,P40445,P53943,pro_with_unknown_function
1937387,1937387,AF-Q3E762-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.595825,0.096,Q3E762,P07255,pro_with_unknown_function
1937522,1937522,AF-Q3E778-F1-model_v3.pdb@@AF-P53289-F1-model_v3.pdb.txt,0.519715,0.059,Q3E778,P53289,pro_with_unknown_function
1937543,1937543,AF-P40448-F1-model_v3.pdb@@AF-P40975-F1-model_v3.pdb.txt,0.566275,0.075,P40448,P40975,pro_with_unknown_function
1937715,1937715,AF-P0C5S1-F1-model_v3.pdb@@AF-P0CF00-F1-model_v3.pdb.txt,0.519505,0.091,P0C5S1,P0CF00,pro_with_unknown_function
1937890,1937890,AF-P0C5K9-F1-model_v3.pdb@@AF-Q08630-F1-model_v3.pdb.txt,0.525845,0.111,P0C5K9,Q08630,pro_with_unknown_function
1938041,1938041,AF-Q8TGT2-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.5137400000000001,0.119,Q8TGT2,P46988,pro_with_unknown_function
1938097,1938097,AF-Q3E750-F1-model_v3.pdb@@AF-Q12403-F1-model_v3.pdb.txt,0.563355,0.05,Q3E750,Q12403,pro_with_unknown_function
1938238,1938238,AF-P0C5R4-F1-model_v3.pdb@@AF-P40005-F1-model_v3.pdb.txt,0.620405,0.087,P0C5R4,P40005,pro_with_unknown_function
1938472,1938472,AF-Q3E750-F1-model_v3.pdb@@AF-Q04398-F1-model_v3.pdb.txt,0.66218,0.102,Q3E750,Q04398,pro_with_unknown_function
1938949,1938949,AF-Q3E750-F1-model_v3.pdb@@AF-P87262-F1-model_v3.pdb.txt,0.509545,0.022,Q3E750,P87262,pro_with_unknown_function
1939085,1939085,AF-Q3E7B0-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.558585,0.059,Q3E7B0,P43682,pro_with_unknown_function
1939113,1939113,AF-P0C5M0-F1-model_v3.pdb@@AF-Q3E7A4-F1-model_v3.pdb.txt,0.57771,0.091,P0C5M0,Q3E7A4,pro_with_unknown_function
1939161,1939161,AF-P0C5R4-F1-model_v3.pdb@@AF-Q06568-F1-model_v3.pdb.txt,0.57193,0.022,P0C5R4,Q06568,pro_with_unknown_function
1939290,1939290,AF-Q45U18-F1-model_v3.pdb@@AF-P38934-F1-model_v3.pdb.txt,0.500055,0.03,Q45U18,P38934,pro_with_unknown_function
1939459,1939459,AF-Q3E750-F1-model_v3.pdb@@AF-Q03818-F1-model_v3.pdb.txt,0.58844,0.05,Q3E750,Q03818,pro_with_unknown_function
1939628,1939628,AF-Q8TGS1-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.56628,0.12,Q8TGS1,P0CX87,pro_with_unknown_function
1939808,1939808,AF-Q3E778-F1-model_v3.pdb@@AF-P25586-F1-model_v3.pdb.txt,0.501255,0.088,Q3E778,P25586,pro_with_unknown_function
1940149,1940149,AF-P0C5P6-F1-model_v3.pdb@@AF-Q02771-F1-model_v3.pdb.txt,0.56355,0.081,P0C5P6,Q02771,pro_with_unknown_function
1940547,1940547,AF-Q04223-F1-model_v3.pdb@@AF-P25616-F1-model_v3.pdb.txt,0.5279499999999999,0.158,Q04223,P25616,pro_with_unknown_function
1941095,1941095,AF-Q3E789-F1-model_v3.pdb@@AF-P35179-F1-model_v3.pdb.txt,0.51186,0.077,Q3E789,P35179,pro_with_unknown_function
1941169,1941169,AF-P0C5M8-F1-model_v3.pdb@@AF-P69771-F1-model_v3.pdb.txt,0.51927,0.069,P0C5M8,P69771,pro_with_unknown_function
1941234,1941234,AF-P0C5R4-F1-model_v3.pdb@@AF-Q12233-F1-model_v3.pdb.txt,0.594475,0.07,P0C5R4,Q12233,pro_with_unknown_function
1941403,1941403,AF-Q3E762-F1-model_v3.pdb@@AF-Q08245-F1-model_v3.pdb.txt,0.539795,0.041,Q3E762,Q08245,pro_with_unknown_function
1941541,1941541,AF-P53270-F1-model_v3.pdb@@AF-P33750-F1-model_v3.pdb.txt,0.54526,0.12,P53270,P33750,pro_with_unknown_function
1941596,1941596,AF-P0C5S1-F1-model_v3.pdb@@AF-Q92316-F1-model_v3.pdb.txt,0.52693,0.038,P0C5S1,Q92316,pro_with_unknown_function
1942493,1942493,AF-P0C5S1-F1-model_v3.pdb@@AF-O13578-F1-model_v3.pdb.txt,0.573165,0.077,P0C5S1,O13578,pro_with_unknown_function
1942507,1942507,AF-P0C5S1-F1-model_v3.pdb@@AF-P40063-F1-model_v3.pdb.txt,0.512435,0.038,P0C5S1,P40063,pro_with_unknown_function
1942602,1942602,AF-P0C5P6-F1-model_v3.pdb@@AF-Q04338-F1-model_v3.pdb.txt,0.528355,0.027,P0C5P6,Q04338,pro_with_unknown_function
1942731,1942731,AF-P0C5R4-F1-model_v3.pdb@@AF-Q12450-F1-model_v3.pdb.txt,0.5236350000000001,0.067,P0C5R4,Q12450,pro_with_unknown_function
1942780,1942780,AF-Q04436-F1-model_v3.pdb@@AF-P89113-F1-model_v3.pdb.txt,0.522085,0.073,Q04436,P89113,pro_with_unknown_function
1943115,1943115,AF-Q03263-F1-model_v3.pdb@@AF-P40886-F1-model_v3.pdb.txt,0.649335,0.114,Q03263,P40886,pro_with_unknown_function
1943198,1943198,AF-Q3E804-F1-model_v3.pdb@@AF-P40005-F1-model_v3.pdb.txt,0.59647,0.085,Q3E804,P40005,pro_with_unknown_function
1943520,1943520,AF-Q03263-F1-model_v3.pdb@@AF-P53048-F1-model_v3.pdb.txt,0.595735,0.079,Q03263,P53048,pro_with_unknown_function
1943586,1943586,AF-P0C5R4-F1-model_v3.pdb@@AF-P18410-F1-model_v3.pdb.txt,0.54508,0.109,P0C5R4,P18410,pro_with_unknown_function
1943655,1943655,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q3E7A4-F1-model_v3.pdb.txt,0.5464,0.105,Q3E7Z5,Q3E7A4,pro_with_unknown_function
1943977,1943977,AF-Q3E7A6-F1-model_v3.pdb@@AF-P61829-F1-model_v3.pdb.txt,0.58349,0.059,Q3E7A6,P61829,pro_with_unknown_function
1944133,1944133,AF-P0C5Q3-F1-model_v3.pdb@@AF-P38784-F1-model_v3.pdb.txt,0.52791,0.062,P0C5Q3,P38784,pro_with_unknown_function
1944247,1944247,AF-Q3E778-F1-model_v3.pdb@@AF-P53220-F1-model_v3.pdb.txt,0.53333,0.029,Q3E778,P53220,pro_with_unknown_function
1944661,1944661,AF-P38763-F1-model_v3.pdb@@AF-P38116-F1-model_v3.pdb.txt,0.6591,0.121,P38763,P38116,pro_with_unknown_function
1944898,1944898,AF-Q8TGS5-F1-model_v3.pdb@@AF-P32854-F1-model_v3.pdb.txt,0.536675,0.029,Q8TGS5,P32854,pro_with_unknown_function
1944924,1944924,AF-P0C5P6-F1-model_v3.pdb@@AF-Q12513-F1-model_v3.pdb.txt,0.5099,0.111,P0C5P6,Q12513,pro_with_unknown_function
1944972,1944972,AF-P0C5N1-F1-model_v3.pdb@@AF-P37267-F1-model_v3.pdb.txt,0.53442,0.113,P0C5N1,P37267,pro_with_unknown_function
1945481,1945481,AF-P53750-F1-model_v3.pdb@@AF-Q07505-F1-model_v3.pdb.txt,0.6055349999999999,0.164,P53750,Q07505,pro_with_unknown_function
1945539,1945539,AF-Q3E807-F1-model_v3.pdb@@AF-P80967-F1-model_v3.pdb.txt,0.516745,0.083,Q3E807,P80967,pro_with_unknown_function
