Protein               Total Volume (A3)      Void Volume       VDW Volume  Packing Density  Time Taken (ms)
AF-P0AAJ1-F1-model_v2          24938.849         7742.486        17196.364            0.690  56081
AF-P0AB87-F1-model_v2          25896.621         7718.544        18178.077            0.702  148770
AF-P0ABA6-F1-model_v2          33415.038         9287.718        24127.320            0.722  159627
AF-P0ABR9-F1-model_v2          37987.465        11860.944        26126.522            0.688  82324
AF-P0ACV8-F1-model_v2           9505.704         2430.208         7075.496            0.744  44382
AF-P0AD89-F1-model_v2           2649.674          425.634         2224.040            0.839  12116
AF-P0ADN6-F1-model_v2           6393.177          893.526         5499.651            0.860  48736
AF-P0ADV7-F1-model_v2          24897.525         6543.826        18353.699            0.737  121200
AF-P0AEE1-F1-model_v2          20393.830         5333.249        15060.581            0.738  90714
AF-P0AEI4-F1-model_v2          54874.992        17017.292        37857.701            0.690  139271
AF-P0AF20-F1-model_v2          49020.430        14927.784        34092.646            0.695  162008
AF-P0AFF6-F1-model_v2          58254.719        16398.409        41856.310            0.719  189983
AF-P0AFL1-F1-model_v2          31760.312         8118.576        23641.736            0.744  94870
AF-P0AFT8-F1-model_v2           8867.223         2107.523         6759.700            0.762  25509
AF-P0CE54-F1-model_v2          40491.727        11616.666        28875.061            0.713  103706
AF-P0CF57-F1-model_v2          36020.308         9898.910        26121.397            0.725  91087
AF-P11875-F1-model_v2          71616.904        22222.628        49394.277            0.690  191089
AF-P15993-F1-model_v2          56768.722        18333.944        38434.777            0.677  97368
AF-P26218-F1-model_v2          63762.687        17613.507        46149.180            0.724  180850
AF-P27305-F1-model_v2          37789.201        11148.106        26641.094            0.705  110189
AF-P30235-F1-model_v2          36609.728        11060.966        25548.762            0.698  79919
AF-P31456-F1-model_v2          44483.537        13733.066        30750.471            0.691  86315
AF-P31467-F1-model_v2          26750.382         7898.365        18852.017            0.705  54126
AF-P32162-F1-model_v2          10833.200         2636.262         8196.938            0.757  31096
AF-P33352-F1-model_v2          45540.264        13384.177        32156.087            0.706  165016
AF-P33366-F1-model_v2          21960.105         5313.271        16646.834            0.758  117145
AF-P37746-F1-model_v2          50107.969        14842.333        35265.636            0.704  164957
AF-P39196-F1-model_v2          45686.231        13453.515        32232.716            0.706  176693
AF-P52096-F1-model_v2          15378.349         4101.972        11276.378            0.733  46693
AF-P55798-F1-model_v2          27636.595         8374.466        19262.129            0.697  93606
AF-P55914-F1-model_v2           8187.696         1431.248         6756.447            0.825  39427
AF-P60757-F1-model_v2          36207.549        10730.729        25476.821            0.704  105179
AF-P60906-F1-model_v2          51618.207        15744.210        35873.997            0.695  123703
AF-P75678-F1-model_v2          35386.440        10999.726        24386.714            0.689  72535
AF-P75824-F1-model_v2          39280.279        12067.613        27212.666            0.693  89057
AF-P75828-F1-model_v2          70167.352        21612.872        48554.480            0.692  144578
AF-P75949-F1-model_v2          41848.483        13260.046        28588.436            0.683  77690
AF-P76128-F1-model_v2          64151.565        20179.338        43972.227            0.685  121411
AF-P76155-F1-model_v2          21616.386         5341.043        16275.343            0.753  54676
AF-P77228-F1-model_v2          50677.667        15002.006        35675.661            0.704  104522
AF-P77585-F1-model_v2          42131.973        13657.180        28474.792            0.676  73246
AF-P77616-F1-model_v2          30440.930         8666.797        21774.132            0.715  70796
AF-Q46820-F1-model_v2          75902.008        23453.425        52448.582            0.691  138836
AF-Q46836-F1-model_v2          31035.690         8267.880        22767.810            0.734  67095
AF-Q46888-F1-model_v2          33382.843         9866.274        23516.570            0.704  61433
AF-Q6BEX5-F1-model_v2          12224.797         2054.651        10170.146            0.832  40239
AF-Q7DFV4-F1-model_v2          12116.436         2934.287         9182.149            0.758  31888
AF-P00957-F1-model_v2         104530.283        31356.478        73173.804            0.700  218151
AF-P05827-F1-model_v2          35823.673        10436.073        25387.600            0.709  79840
AF-P07464-F1-model_v2          24430.983         7021.117        17409.866            0.713  77412
AF-P08506-F1-model_v2          47010.107        13572.832        33437.275            0.711  179990
AF-P0A710-F1-model_v2          22136.544         5882.410        16254.134            0.734  112584
AF-P0A8W8-F1-model_v2          20292.698         5439.040        14853.658            0.732  89634
AF-P0AAS9-F1-model_v2           6978.420         1310.976         5667.444            0.812  24275
AF-P0ACB7-F1-model_v2          47187.913        12526.171        34661.742            0.735  276670
AF-P0ADI7-F1-model_v2          22261.641         6633.710        15627.932            0.702  69321
AF-P0AED0-F1-model_v2          17057.264         4784.612        12272.653            0.719  75304
AF-P0AEZ7-F1-model_v2          52408.136        14706.195        37701.941            0.719  279794
AF-P0AGH8-F1-model_v2          36815.584        10304.975        26510.609            0.720  134310
AF-P0AGK1-F1-model_v2          35877.918        10708.158        25169.761            0.702  113781
AF-P0CE56-F1-model_v2          40722.334        11842.005        28880.330            0.709  137560
AF-P07012-F1-model_v2          43886.161        12601.218        31284.943            0.713  103043
AF-P08244-F1-model_v2          28715.736         8606.055        20109.680            0.700  66831
AF-P0A6S5-F1-model_v2          10687.989         1803.504         8884.485            0.831  39379
AF-P0A7D7-F1-model_v2          29696.802         9072.461        20624.341            0.694  65209
AF-P0A7Q1-F1-model_v2           7372.264         1710.027         5662.236            0.768  26282
AF-P0A8Y1-F1-model_v2          27840.391         8520.358        19320.034            0.694  109749
AF-P0A976-F1-model_v2           7940.473         2168.306         5772.168            0.727  69456
AF-P0A9D8-F1-model_v2          32516.966         9682.001        22834.965            0.702  419174
AF-P0AAB4-F1-model_v2          61554.232        19055.915        42498.317            0.690  246871
AF-P0AAF1-F1-model_v2          51746.242        15941.417        35804.825            0.692  147461
AF-P0AAZ7-F1-model_v2           6942.795         1700.950         5241.846            0.755  29676
AF-P0ACB0-F1-model_v2          56117.868        16245.511        39872.357            0.711  287077
AF-P0ADW8-F1-model_v2           7404.627         1641.174         5763.453            0.778  26715
AF-P0AE24-F1-model_v2          59721.880        19917.775        39804.105            0.666  283454
AF-P0AFA5-F1-model_v2          93917.304        28472.597        65444.707            0.697  511275
AF-P0AG67-F1-model_v2          64230.815        17459.275        46771.541            0.728  360528
AF-P0DPO5-F1-model_v2           6890.471         1171.519         5718.953            0.830  28175
AF-P0DSE8-F1-model_v2           2437.082          393.099         2043.983            0.839  10053
AF-P11072-F1-model_v2          37028.710        11261.675        25767.035            0.696  111493
AF-P13039-F1-model_v2          50138.188        15324.649        34813.539            0.694  145769
AF-P17802-F1-model_v2          43121.135        13160.902        29960.233            0.695  129447
AF-P19319-F1-model_v2         162397.687        55803.632       106594.055            0.656  627518
AF-P19624-F1-model_v2          39161.494        12249.369        26912.125            0.687  141871
AF-P23865-F1-model_v2          82352.049        23827.131        58524.918            0.711  235176
AF-P25745-F1-model_v2          44624.238        13359.406        31264.832            0.701  152522
AF-P27248-F1-model_v2          44430.653        13818.637        30612.016            0.689  103861
AF-P31441-F1-model_v2          73285.098        24761.180        48523.918            0.662  229806
AF-P37619-F1-model_v2          27542.531         7954.965        19587.567            0.711  83773
AF-P37678-F1-model_v2          25842.717         7947.057        17895.660            0.692  56030
AF-P37908-F1-model_v2          50762.834        13867.690        36895.143            0.727  165824
AF-P39172-F1-model_v2          36691.570        10876.181        25815.389            0.704  81736
AF-P39337-F1-model_v2          19972.473         5752.983        14219.490            0.712  43288
AF-P39377-F1-model_v2          46410.153        15021.960        31388.194            0.676  83482
AF-P39451-F1-model_v2          39190.692        12180.413        27010.279            0.689  73689
AF-P41052-F1-model_v2          43385.498        12638.887        30746.611            0.709  89928
AF-P52131-F1-model_v2          35618.899        11048.331        24570.568            0.690  65526
AF-P64435-F1-model_v2           7322.686         1509.991         5812.695            0.794  21894
AF-P64471-F1-model_v2           8846.914         1885.428         6961.486            0.787  23492
AF-P64542-F1-model_v2          12546.222         2455.108        10091.114            0.804  40553
AF-P67095-F1-model_v2          22582.297         7180.992        15401.305            0.682  40414
AF-P69348-F1-model_v2          10739.893         2928.654         7811.239            0.727  22540
AF-P69908-F1-model_v2          57723.480        17496.331        40227.150            0.697  111680
AF-P69931-F1-model_v2          28940.098         8527.370        20412.728            0.705  56738
AF-P76062-F1-model_v2          17736.012         4211.783        13524.229            0.763  44803
AF-P76177-F1-model_v2          35083.031         9195.331        25887.699            0.738  81514
AF-P76520-F1-model_v2          23492.453         5957.827        17534.626            0.746  57682
AF-P76594-F1-model_v2         110175.573        35343.014        74832.559            0.679  199340
AF-P76773-F1-model_v2          28364.740         7642.681        20722.059            0.731  57411
AF-P77399-F1-model_v2          85156.938        26156.961        58999.977            0.693  152471
AF-P77546-F1-model_v2          29556.484         8143.483        21413.001            0.724  67708
AF-P77589-F1-model_v2          46433.097        14331.955        32101.142            0.691  82258
AF-Q46909-F1-model_v2          54104.426        16784.205        37320.221            0.690  92559
AF-V9HVX0-F1-model_v2           6689.865         1447.024         5242.841            0.784  15191
AF-P02921-F1-model_v2          59099.189        18337.786        40761.404            0.690  127800
AF-P05050-F1-model_v2          26336.370         7956.310        18380.060            0.698  59574
AF-P0A6C1-F1-model_v2          34895.796        10925.372        23970.423            0.687  67973
AF-P0A823-F1-model_v2          28632.046         8648.206        19983.840            0.698  62473
AF-P0A8Q3-F1-model_v2          13362.461         3156.740        10205.721            0.764  43835
AF-P0A921-F1-model_v2          35565.864        10286.698        25279.165            0.711  670811
AF-P0A940-F1-model_v2          97666.060        28748.181        68917.879            0.706  300596
AF-P0AB58-F1-model_v2          47061.245        13090.890        33970.355            0.722  195385
AF-P02925-F1-model_v2          33927.107        10237.438        23689.670            0.698  71152
AF-P03018-F1-model_v2          90324.687        27917.120        62407.567            0.691  188404
AF-P0A6E1-F1-model_v2          20655.185         6059.742        14595.443            0.707  49452
AF-P0A731-F1-model_v2          18426.293         5472.626        12953.667            0.703  76387
AF-P0A746-F1-model_v2          16217.511         4544.404        11673.107            0.720  62804
AF-P0AB43-F1-model_v2          12559.743         3031.485         9528.258            0.759  38583
AF-P0AB46-F1-model_v2          12075.226         3016.546         9058.681            0.750  34047
AF-P0AC47-F1-model_v2          29381.320         8747.617        20633.703            0.702  101795
AF-P08400-F1-model_v2          52084.296        14039.667        38044.630            0.730  132440
AF-P0A7A9-F1-model_v2          21722.005         6640.093        15081.912            0.694  47920
AF-P0A898-F1-model_v2          18627.334         5296.288        13331.046            0.716  46043
AF-P0A8I1-F1-model_v2          16174.627         4557.058        11617.568            0.718  41932
AF-P0A8Q0-F1-model_v2          14766.858         3058.487        11708.371            0.793  48644
AF-P0A8X0-F1-model_v2          21449.497         5142.390        16307.107            0.760  181906
AF-P07021-F1-model_v2          17902.811         4756.076        13146.735            0.734  46429
AF-P0A744-F1-model_v2          25254.261         7568.362        17685.899            0.700  52161
AF-P0A8Y8-F1-model_v2          15976.921         4624.828        11352.092            0.711  39501
AF-P0A927-F1-model_v2          35821.141        10268.747        25552.395            0.713  84491
AF-P0A930-F1-model_v2          43502.203        11524.879        31977.324            0.735  115236
AF-P0AA53-F1-model_v2          33963.537         8086.875        25876.662            0.762  667295
AF-P0AAT6-F1-model_v2          12461.722         3634.872         8826.851            0.708  37860
AF-P0AAV8-F1-model_v2          41504.822        13258.686        28246.135            0.681  101525
AF-P0ABS1-F1-model_v2          17586.419         4289.275        13297.144            0.756  90745
AF-P0AD07-F1-model_v2           7960.192         1674.824         6285.368            0.790  36745
AF-P0ADQ5-F1-model_v2           7726.499         1276.385         6450.114            0.835  55274
AF-P0AEA8-F1-model_v2          54048.079        15841.357        38206.723            0.707  271705
AF-P0AG96-F1-model_v2          13027.145         2409.932        10617.212            0.815  92239
AF-P0CF45-F1-model_v2          12963.897         2636.760        10327.137            0.797  43335
AF-P0DPN1-F1-model_v2           4047.382          610.010         3437.371            0.849  16320
AF-P10378-F1-model_v2          66472.999        21370.954        45102.045            0.679  280252
AF-P11350-F1-model_v2          26418.262         6674.402        19743.860            0.747  95179
AF-P21362-F1-model_v2          19959.558         5768.037        14191.522            0.711  56433
AF-P24186-F1-model_v2          34242.916        10505.073        23737.843            0.693  87199
AF-P25888-F1-model_v2          53841.222        15594.121        38247.101            0.710  182964
AF-P31069-F1-model_v2          48469.457        12964.366        35505.091            0.733  191311
AF-P32109-F1-model_v2          27302.977         7176.673        20126.303            0.737  119241
AF-P32687-F1-model_v2          25256.449         7143.035        18113.414            0.717  71394
AF-P32693-F1-model_v2           9002.963         1481.555         7521.408            0.835  37200
AF-P32712-F1-model_v2          23396.221         5962.770        17433.451            0.745  65924
AF-P33666-F1-model_v2          94798.935        29087.407        65711.529            0.693  297914
AF-P37128-F1-model_v2          23126.591         6512.328        16614.263            0.718  80699
AF-P37674-F1-model_v2          17895.967         4306.963        13589.004            0.759  68238
AF-P37794-F1-model_v2          30774.937         9569.130        21205.807            0.689  124127
AF-P38134-F1-model_v2          85999.897        23885.657        62114.240            0.722  476064
AF-P39180-F1-model_v2         118963.863        38166.867        80796.995            0.679  295519
AF-P39379-F1-model_v2          24625.504         6292.059        18333.444            0.744  72503
AF-P42593-F1-model_v2          81907.606        26487.143        55420.463            0.677  206427
AF-P52141-F1-model_v2          12636.036         3716.323         8919.713            0.706  32295
AF-P61714-F1-model_v2          17317.543         4915.541        12402.003            0.716  43281
AF-P67662-F1-model_v2          36989.729        10545.027        26444.702            0.715  104619
AF-P68739-F1-model_v2          27529.161         8641.251        18887.910            0.686  59926
AF-P68919-F1-model_v2          11457.435         3248.306         8209.129            0.716  29896
AF-P75863-F1-model_v2          44685.053        13726.186        30958.867            0.693  105174
AF-P75960-F1-model_v2          33284.204         9255.677        24028.527            0.722  83120
AF-P76035-F1-model_v2          45801.896        13618.561        32183.335            0.703  99316
AF-P76112-F1-model_v2          20429.709         5761.988        14667.721            0.718  47001
AF-P76230-F1-model_v2          55937.955        17666.705        38271.250            0.684  105338
AF-P77213-F1-model_v2          46340.705        14586.751        31753.954            0.685  83602
AF-P77366-F1-model_v2          25709.132         7676.882        18032.250            0.701  49487
AF-P77598-F1-model_v2          17620.603         5036.065        12584.538            0.714  37755
AF-P77625-F1-model_v2          25470.299         7856.921        17613.378            0.692  47929
AF-P77789-F1-model_v2          19412.732         4945.879        14466.853            0.745  48693
AF-P78055-F1-model_v2          25021.335         7349.747        17671.588            0.706  49170
AF-Q2EEU2-F1-model_v2          10068.765         2631.580         7437.185            0.739  25176
AF-Q46856-F1-model_v2          47318.829        15138.969        32179.860            0.680  80477
AF-Q46899-F1-model_v2          44131.389        13641.600        30489.789            0.691  85716
AF-P05852-F1-model_v2          39992.407        12458.190        27534.217            0.688  78938
AF-P06983-F1-model_v2          37370.381        11543.089        25827.292            0.691  80048
AF-P09391-F1-model_v2          33291.096         9146.860        24144.236            0.725  79276
AF-P0A8F8-F1-model_v2          84755.914        26531.499        58224.415            0.687  226619
AF-P0A8I3-F1-model_v2          32574.488         9928.106        22646.383            0.695  71523
AF-P0A962-F1-model_v2          41192.284        12877.907        28314.377            0.687  105339
AF-P0A9E0-F1-model_v2          36047.527        10568.616        25478.911            0.707  103603
AF-P05793-F1-model_v2          60354.214        19087.831        41266.383            0.684  111745
AF-P09163-F1-model_v2          17470.102         4924.483        12545.620            0.718  40632
AF-P0A6Z3-F1-model_v2          78142.265        23661.489        54480.776            0.697  169502
AF-P0A8D0-F1-model_v2          17959.888         4815.562        13144.326            0.732  354730
AF-P0A982-F1-model_v2           8155.813         2239.736         5916.077            0.725  34060
AF-P0ABE9-F1-model_v2          24979.488         6858.045        18121.443            0.725  73728
AF-P0AC26-F1-model_v2          31242.078         9223.468        22018.609            0.705  74633
AF-P0ACR9-F1-model_v2          20492.110         4862.576        15629.534            0.763  160987
AF-P0ACY9-F1-model_v2          10340.851         2177.197         8163.654            0.789  59242
AF-P0AD30-F1-model_v2          31669.281         9521.050        22148.231            0.699  154185
AF-P0ADA7-F1-model_v2           6504.004         1182.761         5321.244            0.818  54452
AF-P0ADS2-F1-model_v2          12158.505         2583.918         9574.587            0.787  85159
AF-P0AEA2-F1-model_v2          31644.052         8245.248        23398.804            0.739  275002
AF-P0AEC0-F1-model_v2          60070.257        16511.209        43559.048            0.725  248479
AF-P0AEJ8-F1-model_v2          10482.160         2883.616         7598.544            0.725  32975
AF-P0AEM6-F1-model_v2          28585.108         7611.912        20973.196            0.734  148388
AF-P0AFI7-F1-model_v2          27195.754         7671.351        19524.403            0.718  119960
AF-P0AGE6-F1-model_v2          22350.503         6747.876        15602.626            0.698  67756
AF-P0AGL7-F1-model_v2          29351.337         8770.553        20580.784            0.701  153003
AF-P0C079-F1-model_v2           8505.434         1544.104         6961.330            0.818  39194
AF-P12758-F1-model_v2          29987.836         9277.869        20709.968            0.691  88572
AF-P15030-F1-model_v2          38498.971        11514.695        26984.276            0.701  177757
AF-P18956-F1-model_v2          68850.178        21782.444        47067.734            0.684  250780
AF-P21369-F1-model_v2          25713.561         7989.984        17723.576            0.689  65342
AF-P24224-F1-model_v2          15066.643         4270.260        10796.383            0.717  45668
AF-P28369-F1-model_v2          18860.892         4564.947        14295.945            0.758  67670
AF-P31060-F1-model_v2          60007.809        18357.565        41650.244            0.694  214798
AF-P31574-F1-model_v2          36288.559        10721.444        25567.115            0.705  119749
AF-P32674-F1-model_v2          99468.654        33916.509        65552.145            0.659  262606
AF-P33607-F1-model_v2          74948.275        23507.303        51440.971            0.686  185002
AF-P37613-F1-model_v2          15523.024         4480.677        11042.347            0.711  61452
AF-P37645-F1-model_v2          78694.820        21713.815        56981.005            0.724  288007
AF-P39279-F1-model_v2          36079.988        10894.605        25185.383            0.698  134036
AF-P39359-F1-model_v2          37223.823        12167.610        25056.213            0.673  85738
AF-P45537-F1-model_v2          88175.800        26737.389        61438.411            0.697  328814
AF-P45753-F1-model_v2          31494.291         9330.917        22163.374            0.704  101157
AF-P46887-F1-model_v2           8868.886         2315.773         6553.113            0.739  22630
AF-P55799-F1-model_v2          27909.138         8736.182        19172.956            0.687  56502
AF-P65643-F1-model_v2          32337.298         9320.879        23016.419            0.712  76278
AF-P75704-F1-model_v2          10929.208         2817.096         8112.112            0.742  28237
AF-P75712-F1-model_v2          58809.583        18208.574        40601.009            0.690  134444
AF-P76007-F1-model_v2          69455.082        21356.570        48098.513            0.693  156787
AF-P76057-F1-model_v2           8640.648         2153.897         6486.751            0.751  23129
AF-P76102-F1-model_v2          44831.900        11756.571        33075.329            0.738  120610
AF-P76138-F1-model_v2           6844.807         1598.880         5245.927            0.766  19268
AF-P76170-F1-model_v2          12086.286         2264.256         9822.030            0.813  37505
AF-P76425-F1-model_v2          30718.557         7300.947        23417.610            0.762  82380
AF-P76578-F1-model_v2         202379.872        63661.818       138718.054            0.685  378275
AF-P76656-F1-model_v2          41459.017        12012.646        29446.371            0.710  85475
AF-P77433-F1-model_v2          27127.993         7912.636        19215.357            0.708  56676
AF-P77437-F1-model_v2          65406.187        21454.628        43951.559            0.672  109584
AF-P77775-F1-model_v2          36110.154        11088.998        25021.156            0.693  69355
AF-Q46919-F1-model_v2          13667.550         3914.300         9753.250            0.714  28137
AF-P05706-F1-model_v2          14515.198         4369.230        10145.968            0.699  34289
AF-P06611-F1-model_v2          30265.408         9588.499        20676.909            0.683  60987
AF-P0A6L2-F1-model_v2          35311.033        11450.846        23860.187            0.676  65231
AF-P0A6L7-F1-model_v2          61635.429        19707.453        41927.976            0.680  117306
AF-P0A752-F1-model_v2          27025.372         8275.245        18750.128            0.694  60195
AF-P0A8W2-F1-model_v2          16694.663         4144.456        12550.207            0.752  395242
AF-P0A9I1-F1-model_v2          36087.494        10850.497        25236.997            0.699  141089
AF-P0A9N4-F1-model_v2          31292.132         9794.693        21497.439            0.687  73409
AF-P0A9R4-F1-model_v2          13204.072         3897.366         9306.706            0.705  32878
AF-P0A6J5-F1-model_v2          52533.896        16263.299        36270.597            0.690  103581
AF-P0A7R1-F1-model_v2          16576.048         4467.465        12108.582            0.730  46759
AF-P0ABB4-F1-model_v2          56605.610        18188.489        38417.121            0.679  112180
AF-P0AC94-F1-model_v2          53111.869        16555.829        36556.040            0.688  107261
AF-P0ADR8-F1-model_v2          57272.131        18316.497        38955.634            0.680  472153
AF-P0AE01-F1-model_v2          29010.166         8385.939        20624.227            0.711  207722
AF-P0AF54-F1-model_v2          11408.385         2387.696         9020.690            0.791  55127
AF-P0C054-F1-model_v2          15652.621         3585.623        12066.999            0.771  61828
AF-P0CF11-F1-model_v2           9759.433         2288.082         7471.351            0.766  61850
AF-P0CF12-F1-model_v2           9761.713         2287.636         7474.077            0.766  30264
AF-P0CF91-F1-model_v2          44345.848        13112.545        31233.303            0.704  319637
AF-P0DSG9-F1-model_v2           2747.435          459.520         2287.916            0.833  10773
AF-P15254-F1-model_v2         164675.657        57147.463       107528.194            0.653  496904
AF-P19932-F1-model_v2          33541.736         9615.375        23926.361            0.713  200699
AF-P23331-F1-model_v2          25344.962         7483.735        17861.227            0.705  74813
AF-P23862-F1-model_v2          20793.841         5239.288        15554.554            0.748  65338
AF-P25397-F1-model_v2          24770.669         7573.416        17197.253            0.694  85741
AF-P25531-F1-model_v2          27126.806         7698.109        19428.697            0.716  117560
AF-P25746-F1-model_v2          24896.481         7344.936        17551.545            0.705  60370
AF-P30744-F1-model_v2          54099.906        16971.272        37128.634            0.686  187539
AF-P31471-F1-model_v2          46716.091        14034.201        32681.889            0.700  143167
AF-P31679-F1-model_v2          55009.327        17466.251        37543.075            0.682  126580
AF-P32141-F1-model_v2          35357.787        10942.550        24415.238            0.691  106822
AF-P33014-F1-model_v2           8629.077         2399.441         6229.636            0.722  22056
AF-P33024-F1-model_v2          48114.041        14483.974        33630.067            0.699  164980
AF-P33030-F1-model_v2          39921.052        12383.695        27537.357            0.690  106902
AF-P33353-F1-model_v2          73996.905        22486.153        51510.752            0.696  290316
AF-P36553-F1-model_v2          37639.288        11503.544        26135.744            0.694  115720
AF-P36649-F1-model_v2          64160.213        21007.232        43152.981            0.673  185189
AF-P37662-F1-model_v2          48136.297        14936.198        33200.098            0.690  134893
AF-P37682-F1-model_v2          39779.741        11285.460        28494.281            0.716  108093
AF-P38052-F1-model_v2          18666.480         4778.461        13888.019            0.744  54330
AF-P39315-F1-model_v2          32588.962         9887.343        22701.619            0.697  85195
AF-P42596-F1-model_v2          46117.613        13773.651        32343.962            0.701  140710
AF-P43319-F1-model_v2          41553.306        12309.900        29243.406            0.704  121704
AF-P54901-F1-model_v2          53445.889        15970.988        37474.900            0.701  138903
AF-P67762-F1-model_v2          17848.057         5014.801        12833.256            0.719  46885
AF-P69913-F1-model_v2           6601.234         1348.204         5253.029            0.796  22449
AF-P75883-F1-model_v2          29288.207         8389.311        20898.897            0.714  66792
AF-P75992-F1-model_v2          10121.974         2221.111         7900.862            0.781  28987
AF-P76234-F1-model_v2          34499.652        10813.820        23685.832            0.687  64470
AF-P76544-F1-model_v2           9202.361         2157.918         7044.443            0.766  25663
AF-P77293-F1-model_v2          37133.087        10410.674        26722.414            0.720  83827
AF-P77296-F1-model_v2          21943.386         5915.835        16027.551            0.730  48626
AF-P77588-F1-model_v2          34721.158        10217.577        24503.582            0.706  69830
AF-P77607-F1-model_v2          28019.315         7076.164        20943.151            0.747  69205
AF-P77688-F1-model_v2          14227.479         3615.047        10612.432            0.746  32480
AF-P77757-F1-model_v2          38461.800        10611.157        27850.643            0.724  85915
AF-Q46812-F1-model_v2          55207.671        17998.952        37208.719            0.674  91020
AF-Q46829-F1-model_v2          62663.216        20477.577        42185.639            0.673  105181
AF-Q46867-F1-model_v2          13726.284         3456.314        10269.970            0.748  31960
AF-Q47150-F1-model_v2           8860.269         1636.193         7224.076            0.815  27852
AF-Q47685-F1-model_v2          19212.950         5369.085        13843.866            0.721  41846
AF-P08550-F1-model_v2          18206.111         4315.301        13890.810            0.763  52636
AF-P09424-F1-model_v2          45596.385        14135.988        31460.397            0.690  91546
AF-P0A720-F1-model_v2          25652.061         7476.901        18175.161            0.709  59467
AF-P0A776-F1-model_v2          22268.174         6398.710        15869.464            0.713  53339
AF-P0A7T3-F1-model_v2           9640.979         2598.548         7042.431            0.730  26186
AF-P0A8N3-F1-model_v2          62875.958        18912.114        43963.844            0.699  153461
AF-P0A9K3-F1-model_v2          41610.630        11736.967        29873.663            0.718  167527
AF-P0A9X1-F1-model_v2          30394.558         9057.868        21336.691            0.702  124925
AF-P0AAH4-F1-model_v2          41098.549        12363.675        28734.874            0.699  116190
AF-P0ACC9-F1-model_v2          18733.479         5227.266        13506.213            0.721  45143
AF-P0ACW0-F1-model_v2           5721.480         1331.753         4389.727            0.767  17843
AF-P0AD61-F1-model_v2          56498.599        17805.517        38693.082            0.685  181010
AF-P0AE67-F1-model_v2          15415.185         4608.299        10806.885            0.701  39739
AF-P0AFH2-F1-model_v2          35982.719        10035.622        25947.097            0.721  162222
AF-P0AGE0-F1-model_v2          18291.007         3899.565        14391.442            0.787  70708
AF-P0CE47-F1-model_v2          48558.211        15482.783        33075.428            0.681  166041
AF-P0DPN0-F1-model_v2           2490.793          412.945         2077.849            0.834  9043
AF-P14900-F1-model_v2          52534.658        16716.491        35818.167            0.682  127970
AF-P19323-F1-model_v2          84872.626        24886.844        59985.782            0.707  339621
AF-P21645-F1-model_v2          38283.059        10780.992        27502.067            0.718  106204
AF-P23857-F1-model_v2          11861.593         3054.050         8807.543            0.743  30474
AF-P24215-F1-model_v2          50112.948        15956.005        34156.943            0.682  137025
AF-P26608-F1-model_v2          15230.683         3808.618        11422.064            0.750  47886
AF-P32711-F1-model_v2          14674.089         3515.900        11158.189            0.760  45185
AF-P33234-F1-model_v2          30984.598         8848.435        22136.163            0.714  101833
AF-P34209-F1-model_v2          32192.868         9558.818        22634.050            0.703  75865
AF-P34749-F1-model_v2          46311.012        12047.770        34263.242            0.740  181519
AF-P37624-F1-model_v2         111969.081        34785.344        77183.737            0.689  309975
AF-P37652-F1-model_v2          93435.998        27687.861        65748.137            0.704  291211
AF-P37750-F1-model_v2          23230.630         6599.801        16630.828            0.716  64932
AF-P39305-F1-model_v2          35288.408        10878.455        24409.953            0.692  123316
AF-P40874-F1-model_v2          45663.614        14471.576        31192.038            0.683  122748
AF-P43329-F1-model_v2         163426.523        49457.607       113968.916            0.697  464586
AF-P45564-F1-model_v2          30592.515         8292.309        22300.207            0.729  80629
AF-P56580-F1-model_v2          35355.713         9663.673        25692.041            0.727  86331
AF-P60651-F1-model_v2          37795.769        12239.744        25556.025            0.676  64483
AF-P61517-F1-model_v2          27010.899         7838.170        19172.729            0.710  56925
AF-P61949-F1-model_v2          21666.864         6631.741        15035.123            0.694  39740
AF-P64423-F1-model_v2          39283.137        11348.262        27934.875            0.711  87474
AF-P64557-F1-model_v2          31338.493         9471.344        21867.149            0.698  60556
AF-P75711-F1-model_v2          10234.126         1785.890         8448.237            0.825  33551
AF-P75796-F1-model_v2          77123.877        24269.428        52854.449            0.685  216786
AF-P76201-F1-model_v2          29399.881         8343.387        21056.495            0.716  67410
AF-P77136-F1-model_v2          15929.097         3517.826        12411.270            0.779  56284
AF-P77165-F1-model_v2          24842.929         6349.076        18493.853            0.744  67050
AF-P77279-F1-model_v2          27927.372         8517.512        19409.860            0.695  57657
AF-P77515-F1-model_v2          31187.691         6197.271        24990.421            0.801  99960
AF-P77736-F1-model_v2          23786.679         7183.938        16602.740            0.698  43989
AF-P77759-F1-model_v2          27636.631         7180.650        20455.981            0.740  63663
AF-Q46915-F1-model_v2          54828.617        17579.216        37249.401            0.679  95100
AF-Q47274-F1-model_v2          15156.303         4370.052        10786.251            0.712  32051
AF-Q59385-F1-model_v2          95347.413        28147.722        67199.691            0.705  190888
AF-P07813-F1-model_v2         107354.757        33234.474        74120.284            0.690  210472
AF-P08331-F1-model_v2          79701.676        25579.175        54122.501            0.679  218738
AF-P0A784-F1-model_v2          22534.636         6660.317        15874.319            0.704  344459
AF-P0A821-F1-model_v2          55503.511        16853.653        38649.858            0.696  535251
AF-P0A828-F1-model_v2          19411.447         5265.146        14146.301            0.729  164078
