,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P0A9N4,2.6790603458719657e-07,2.777627826208198e-07,3.249968453206218e-07,3.688008313608519e-07,1.0287591728148346e-08,4.333099408884789e-09,2.4602261190771075e-08,2.5963578527803982e-08
P0AFQ7,6.697650864679914e-08,4.8034165415630486e-08,4.092552867000423e-08,4.214866644124022e-08,1.062917192224702e-08,8.948765016931961e-09,1.384510634906243e-08,7.456099093455396e-09
P08395,1.4697622730825364e-07,1.608100320436325e-07,1.661094987194289e-07,1.554232075020733e-07,1.676998753587174e-08,2.248124247969982e-08,1.690994696963787e-08,1.1252640223150108e-08
P0A873,1.3023210014655387e-07,1.0859898267881676e-07,1.3722089024648474e-07,1.0010308279794553e-07,5.118121535759567e-09,1.697402099269906e-08,3.460710852016346e-08,4.945092290218509e-09
P0A9F1,2.1581319452857494e-07,2.0049042956089247e-07,1.9981287527119712e-07,1.738632490701159e-07,1.9315280910307458e-08,1.4816242744549952e-08,3.4427758409227264e-08,1.4882694120401924e-08
P02929,1.78604023058131e-07,1.2321807650096517e-07,1.3240612216766077e-07,1.132745410608331e-07,2.6219070584933627e-08,1.871682582049661e-08,1.951666240751319e-08,9.435769270367398e-09
Q46920,1.0418568011724309e-07,7.72723530599273e-08,8.666582541883249e-08,7.37601662721704e-08,1.175214471722502e-08,1.1080855428793577e-08,7.3839283256845276e-09,6.15159786709901e-09
P37690,1.0232522154372091e-07,1.0233365675503887e-07,1.1796181793118865e-07,1.4488604089176328e-07,1.72315673079626e-08,1.1942337743313034e-08,1.6278730874504037e-09,1.2213893247175642e-08
P23909,7.813926008793232e-08,6.26532592377789e-08,5.777721694588832e-08,5.795441635670531e-08,1.7151567589301145e-08,8.126127723139925e-09,1.2653210511149541e-08,3.05419774199837e-09
P77713,5.023238148509934e-08,5.2211049364815756e-08,7.944367330059644e-08,6.585729131443785e-08,3.1746865098582786e-09,5.268094880909909e-09,4.989062683277458e-09,5.545183928675666e-09
P39285,2.6046420029310773e-08,2.9238187644296823e-08,3.1295992512356176e-08,4.478295809381773e-08,2.6723626950072847e-09,2.0583684101584964e-09,7.65499976852232e-09,5.745653523436815e-09
P0A720,2.1767365310209715e-07,1.461909382214841e-07,1.7333165083766498e-07,1.6332608245980585e-07,3.328230155931065e-08,1.3405709034910093e-08,1.3693200416175533e-08,2.5511534080221677e-08
P0AB43,1.5069714445529806e-07,1.336602863739283e-07,1.1314704985236464e-07,1.0010308279794553e-07,2.231824709382964e-08,1.4889755902055613e-08,3.514347368414445e-08,2.6827626189849407e-09
P0A9J0,1.6744127161699783e-07,1.461909382214841e-07,1.3481350620707276e-07,8.693162453505795e-08,2.1013879587933222e-08,2.189940254557832e-08,2.0410764839750817e-08,6.293849616338198e-09
P77338,1.4883668588177585e-08,1.044220987296315e-08,9.629536157648055e-09,1.0537166610310056e-08,1.403529947865146e-09,1.349133515586839e-09,6.480677834097141e-10,1.296071493068137e-09
P75931,8.93020115290655e-08,1.3574872834852097e-07,1.4925781044354483e-07,1.738632490701159e-07,2.27720129399117e-09,1.7172214136087902e-08,1.161225765250779e-08,1.8846776199200568e-08
P64483,1.106972851245708e-06,9.585948663380172e-07,8.955468626612691e-07,8.034589540361419e-07,7.99234398599401e-08,8.339775337140749e-08,1.3307826379146457e-07,8.805910136236114e-08
P77795,6.883696722032131e-08,1.399256122977062e-07,1.9981287527119712e-07,3.2401787326703426e-07,3.9787767053345725e-09,1.9687533650287265e-08,1.800314006193486e-08,9.979750496624654e-09
Q46939,7.441834294088792e-08,1.0859898267881676e-07,8.425844137942047e-08,6.058870800928282e-08,9.183223518905569e-09,1.7147779364985165e-08,1.1206372703462923e-08,1.5498591508774543e-08
P0CE60,9.860430439667648e-08,9.606833083126097e-08,7.944367330059644e-08,7.37601662721704e-08,7.099509916560708e-09,2.882049924937829e-09,2.211711864688605e-08,9.09462850135861e-09
P0AAN3,3.906963004396616e-08,3.5503513568074715e-08,4.574029674882825e-08,6.322299966186033e-08,5.84090969157294e-09,1.170905877475104e-08,1.505770568971426e-08,9.622540548535142e-09
P37005,9.48833872496321e-08,7.72723530599273e-08,8.185105734000847e-08,6.849158296701537e-08,2.695637031762048e-08,4.806340360327479e-09,1.0476935339521084e-08,1.4958561719996154e-08
P39829,1.6744127161699786e-08,3.9680397517259965e-08,5.777721694588832e-08,9.48344994927905e-08,3.338778956042937e-09,7.761485754376051e-09,1.6345174673991807e-08,7.387607510488379e-09
P39366,3.7209171470443963e-09,1.8795977771333677e-08,4.3332912709416246e-08,4.372924143278673e-07,1.2517165282657347e-09,6.057943635700841e-09,1.4200195494875706e-08,1.3643523327029461e-08
P0A959,1.4697622730825364e-07,2.3390550115437458e-07,2.4796055605943737e-07,2.2391479046908863e-07,9.612245265959788e-09,1.616287012976728e-08,3.225966834333281e-08,2.1652560238360876e-08
P75682,2.530223659990189e-07,3.237085060618577e-07,2.696270124141455e-07,1.6332608245980585e-07,5.490585342178711e-09,3.913635838287859e-08,7.177471070464554e-08,1.744322560670727e-08
P14175,5.581375720566594e-09,4.1768839491852595e-09,4.8147680788240276e-09,5.268583305155028e-09,1.9428768883292315e-09,2.3699639527677165e-09,1.070322943922581e-09,1.0500286527173972e-09
P0ABQ2,5.3953298632143735e-08,7.51839110853347e-08,6.981413714294839e-08,1.2117741601856564e-07,1.2441630664572349e-08,9.548356707837505e-09,2.599878467203398e-08,1.362034156048678e-08
P77258,1.1348797298485407e-07,8.35376789837052e-08,6.259198502471235e-08,4.741724974639525e-08,9.351408973951973e-09,4.277129163965706e-09,1.8589819552339571e-09,8.132058331506785e-09
P0A9H7,7.627880151441012e-08,6.891858516155679e-08,6.259198502471235e-08,5.53201247041278e-08,5.24340481610055e-08,4.8105172442766646e-09,4.007138881282084e-08,3.2013756166278755e-08
P08956,1.3023210014655387e-08,1.044220987296315e-08,7.22215211823604e-09,1.3171458262887572e-08,2.0693880713287407e-09,3.3728337889670975e-09,4.613510773129183e-09,3.914557395730185e-09
Q5H776,3.981381347337504e-07,8.729687453797193e-07,5.898090896559434e-07,2.397205403845538e-07,2.7511345110102148e-08,3.369659357165716e-08,5.544205442765868e-08,1.8985866798456656e-08
Q6BF17,9.30229286761099e-09,1.6707535796741038e-08,3.611076059118021e-08,2.6342916525775144e-08,2.3878985791157413e-09,2.6615104524208474e-09,8.077977144247012e-09,1.065044115137089e-08
P45425,3.162779574987736e-08,3.3415071593482076e-08,3.1295992512356176e-08,5.005154139897277e-08,3.0078033758133375e-09,9.884178177352e-09,7.564241390236488e-09,1.0265571140929315e-08
P0AAJ5,3.7209171470443963e-09,8.353767898370519e-09,7.22215211823604e-09,1.3171458262887572e-08,1.3789718946946534e-09,2.877037664198807e-09,8.26791974495662e-09,7.993758019746466e-09
P21829,3.441848361016066e-07,1.733406838911883e-07,8.425844137942047e-08,3.68800831360852e-08,2.1167367420248814e-08,1.2012509393659347e-08,1.0473324263461965e-08,1.5083954002658847e-09
P0ACF0,0.00017759565451128196,0.00018007173237530034,0.00017272017529165433,0.00017346283673892412,1.2786887124812304e-05,5.654252396584431e-06,8.411472536703566e-06,2.163081574134384e-05
P0A7T3,7.154951582051667e-05,5.2075300636467224e-05,4.927192913464568e-05,4.383724739054242e-05,3.6633352100104547e-06,2.869349065069344e-06,7.297172704841025e-06,1.2274429269351874e-06
P0ADY7,6.546953720224614e-05,4.227215400772943e-05,4.151533775966018e-05,4.113973273830303e-05,7.129632601324606e-06,1.162484235212559e-06,4.010381627583174e-06,1.6414753362582912e-06
P0A7U7,3.543057307415674e-05,2.5253440356774083e-05,2.2367005110177016e-05,2.118497347002837e-05,2.39156368250558e-06,1.1793356646613494e-06,9.259940115613285e-07,1.2668614135076963e-06
P0ACY1,3.4009182723985783e-06,3.147282055711093e-06,3.3655228870979944e-06,3.298133149027048e-06,1.7276664823784777e-07,5.161542571366193e-08,2.224610628371775e-07,3.334412613666345e-07
P0A7R9,1.635343086126012e-05,1.2676842785777263e-05,1.0074902204939276e-05,9.678387531569786e-06,9.71393793158851e-07,8.79772889332942e-07,5.813218572249961e-07,4.97469119122687e-07
P0AC62,1.1864144323351056e-05,1.2990109081966158e-05,1.439374917164443e-05,1.5481732042198052e-05,1.51979688782127e-06,8.651412648589463e-07,1.211953680252461e-06,8.437543962997937e-07
P0AG48,1.410227598729826e-05,9.278947693115055e-06,9.213058718829776e-06,9.309586700208934e-06,5.866546810716077e-07,1.2285326745684333e-06,4.4130551263194624e-07,2.8673527036643517e-07
P0AD49,3.847428330043906e-06,3.6150930580198425e-06,3.6207055952756685e-06,3.414041981740458e-06,3.0625529507149495e-07,3.058368727084787e-07,3.309324914081962e-07,3.72813384406058e-07
P0C018,7.525554929897291e-06,5.998005351030033e-06,5.339577799415845e-06,5.363417804647819e-06,5.297990670647693e-07,4.882376355738448e-07,2.1251519641675074e-07,1.3140373621387156e-07
P0A7S3,1.3428789983683225e-05,8.93226632533268e-06,9.31176146444567e-06,8.56144787087692e-06,1.6826273849555082e-06,7.672816773460772e-07,1.0429172840179149e-07,4.760165016207567e-07
P0AG18,3.492080742501166e-06,3.1243091939905746e-06,3.035711273698549e-06,3.0636811919476487e-06,1.8787394394656274e-07,1.5309115050553813e-07,2.2524977650843236e-07,2.26712408204126e-08
P0A8A2,2.0390625965803293e-06,1.637338508080622e-06,1.379431054583084e-06,9.904936613691453e-07,1.2112031823687155e-07,3.4711576371309185e-08,1.2001050174872828e-07,6.69573715085542e-08
P0AAB8,4.1674272046897237e-07,5.555255652416396e-07,6.259198502471237e-07,7.902874957732542e-07,6.305317360695553e-08,8.721751374293742e-09,7.817738929586572e-08,3.398236231824993e-08
P0ACP5,7.944158108939785e-07,7.581044367771248e-07,8.353622616759686e-07,1.0537166610310056e-06,1.0287684751077021e-07,1.5632113486344315e-07,2.1051128994234415e-07,1.2718360098644236e-07
P0ACE7,3.957195385881714e-06,4.174795507210667e-06,4.374216799611628e-06,3.6853740219559415e-06,1.9667261067832118e-07,3.4817794530136966e-07,3.3900180196990124e-07,2.0859216964270634e-07
P0A927,2.1860388238885827e-06,2.055026902999148e-06,2.267755765126117e-06,2.0389417390949956e-06,1.534599254369785e-07,6.185630978027434e-08,1.0408998961928876e-07,1.8533980408373513e-07
P0AC81,3.750684484220751e-06,3.063744376727388e-06,3.3414490467038744e-06,2.41564544541358e-06,6.469930735280796e-07,3.406883746920855e-07,2.0683569599096986e-07,1.82864360217808e-07
P0ADK8,4.742308903908083e-06,5.636704889425509e-06,5.026617874292284e-06,4.39663276815187e-06,2.2051736403172587e-07,1.036590029165351e-06,6.62508235831723e-07,2.062020768263228e-07
P76270,2.5153399914020118e-06,2.4184158065782655e-06,2.2244228524167005e-06,1.8123926569733296e-06,1.8387135337148705e-07,2.3821395694795914e-07,1.2946141001065197e-07,4.9478319535371906e-08
P0A744,7.441834294088791e-07,8.875878392018677e-07,1.2373953962577748e-06,1.1643569104392611e-06,1.041112617743022e-07,4.198290479424834e-08,1.7410153225346895e-07,6.217665901745655e-08
P0AAR3,9.897639611138093e-07,8.750571873543121e-07,9.220280870948013e-07,8.456076204773821e-07,9.996616007249474e-09,1.3195862385303026e-07,8.48265840127217e-08,7.804958337006237e-08
P62617,2.7125486001953647e-06,2.547899209003009e-06,2.6144190668014467e-06,2.6105830277043164e-06,3.8246935262754637e-07,8.051361500449508e-08,2.143823634777186e-07,2.427842215765015e-07
P76193,5.116261077186044e-07,5.283758195719354e-07,5.296244886706431e-07,7.58675995942324e-07,4.533007314386835e-08,4.242857831162641e-08,5.794091906056834e-08,2.670539505716981e-08
P39199,1.6130175832437456e-06,1.6853726734962525e-06,1.7694272689678298e-06,1.6069179080722839e-06,1.414616420504765e-07,5.679705909682371e-08,1.2722182063878697e-07,1.349811042780718e-07
P0A6X3,2.4204566041523796e-06,2.0299655993040364e-06,1.7910937253225382e-06,1.8334669901939494e-06,1.9460471097385127e-07,1.0555821116380991e-07,1.477652323391094e-07,1.2944276950769282e-07
P06989,1.3339487972154159e-06,1.2154732292129109e-06,1.3673941343860235e-06,1.0563509526835832e-06,1.6340872765888845e-07,4.7160361293460937e-08,1.4631117237930454e-07,6.169089563672127e-08
P69411,1.2167399070835174e-06,1.2635073946285414e-06,1.2807283089671912e-06,1.2565571182794743e-06,1.0780315576759965e-07,7.922191364320951e-08,5.276600632944827e-08,1.524203784473002e-07
P61316,8.074390209086338e-07,6.8292052569179e-07,6.764749150747759e-07,6.374985799237583e-07,6.629074361659884e-08,1.1104287747748506e-07,2.4353096942691932e-08,4.61548971864801e-08
P0AC69,8.37950541514398e-06,6.6224495014332305e-06,6.764749150747758e-06,5.998282092919e-06,1.223407790611021e-07,1.3244899002866461e-07,3.0576666161379864e-07,2.669235531348955e-07
P77625,1.8027843577430097e-06,1.7125224191659566e-06,1.8560930943866623e-06,1.5779406998939307e-06,1.3665105431692016e-07,9.744252565054293e-08,1.5683986647567296e-07,1.0161938107316915e-07
P0A722,1.5423201574499022e-06,1.5997465525379544e-06,1.5623922415783966e-06,1.6253579496403262e-06,1.9063077146080786e-07,3.037918703269575e-07,7.296371768171112e-08,1.3685513935971548e-07
P25397,3.088361232046849e-07,3.278853900110429e-07,3.0333038896591374e-07,2.528919986474413e-07,2.2390618932339646e-08,2.1083030577710054e-08,2.1051128994234418e-08,2.2456809479892795e-08
P12994,3.5906850468978427e-07,4.803416541563049e-07,5.922164736953553e-07,6.085213717454058e-07,5.935402382522133e-08,4.2846475550742405e-08,1.5634514905557383e-08,3.6511282304724344e-08
P0A9Z1,2.5823165000488102e-06,2.3139937078486346e-06,2.1786825556678723e-06,1.8808842399403452e-06,1.8463562975348998e-07,1.1037749986437982e-07,1.4422878518521313e-07,8.501596764530359e-08
P0AB28,1.3544138415241603e-06,1.140289318127576e-06,1.1772107952724746e-06,9.088306201392424e-07,7.706614758272472e-08,3.8085663225461036e-08,1.1936917464062892e-07,7.070702224683305e-08
P0AC19,2.0967368123595167e-06,1.7856178882766988e-06,1.6731319073913497e-06,1.3856374092557724e-06,1.524327662585369e-07,2.3391594336424753e-08,9.888209572682875e-08,1.575469734323813e-07
P76145,2.976733717635517e-07,6.766551997680121e-07,8.666582541883249e-07,9.246363700547074e-07,1.1895027935671524e-07,2.347993543195002e-08,1.4733190321201524e-08,3.439647296603512e-08
P0A6K3,4.2046363761601673e-07,3.466813677823766e-07,3.0092300492650165e-07,3.319207482247668e-07,5.037154378639881e-08,7.626990091212286e-09,5.7446201640469165e-08,5.015322505676226e-08
P0AGG8,3.7023125613091736e-07,3.111778542143019e-07,3.490706857147419e-07,3.79337997971162e-07,2.4435262904640546e-08,3.466521295947323e-08,3.972424403433764e-08,2.29499488772553e-08
P0A8T1,2.1209227738153058e-07,1.733406838911883e-07,1.3722089024648474e-07,1.7649754072269343e-07,3.238649075615972e-08,2.8237197405874574e-08,2.5289810072427143e-08,5.206677451319456e-09
P16869,1.860458573522198e-08,2.08844197459263e-08,1.444430423647208e-08,1.5805749915465082e-08,7.322764945383371e-09,4.740763282325269e-09,3.885517839610989e-10,6.085213717454057e-10
P37773,4.744169362481604e-07,3.8845020727422916e-07,4.814768078824027e-07,4.346581226752898e-07,5.384632226416621e-08,5.632528005476322e-09,8.006959315084357e-08,8.588844504063729e-08
P30749,3.9255675901318376e-07,2.568783628748935e-07,2.5999747625649746e-07,2.5816058195259635e-07,4.384858998177263e-08,9.376060244933612e-09,4.6955544211923435e-08,5.034131348075629e-09
P0AEQ1,1.101391475525141e-06,2.535368557155453e-06,3.24033891704857e-06,2.874012192962068e-06,1.6564927791898122e-07,3.810658941404645e-07,2.9163050253437135e-08,1.1984630844651821e-07
P42599,5.190679420126932e-07,6.390632442253448e-07,8.425844137942049e-07,1.148551160523796e-06,1.6506360556003648e-08,4.946349510304169e-08,1.0591286081393153e-07,6.627140196222303e-08
P0AFB1,4.5209143336589407e-07,4.6989944428334167e-07,4.718472717247546e-07,4.214866644124023e-07,2.1655179658226327e-08,5.3380576870587634e-08,2.316770104168546e-08,1.9514832562294225e-08
P76002,3.962776761602282e-07,5.952059627588994e-07,5.561057131041751e-07,4.399267059804448e-07,1.6445523560649468e-07,1.5582492105027991e-07,3.9372284487775604e-08,6.356940901417428e-08
P13000,5.674398649242704e-07,4.782532121817122e-07,4.0925528670004224e-07,3.1348070665672417e-07,9.430850555041374e-08,7.23118856818749e-08,5.107505978016528e-08,1.8526709763412396e-08
P0A832,7.088347165119574e-07,5.80586868936751e-07,6.066607779318275e-07,5.927156218299406e-07,9.427501729609033e-08,2.1772007585128163e-08,2.293177740582308e-08,2.0804318326230916e-08
P0AFM2,7.888344351734118e-07,5.262873775973427e-07,5.079580323159349e-07,2.0810904055362358e-07,6.152908594352615e-08,3.14719851803211e-08,7.924145304128586e-09,9.489772249245234e-09
P76506,3.888358418661394e-07,3.8009643937585877e-07,3.899962143847462e-07,4.4782958093817726e-07,4.183873658479659e-08,8.020034870830615e-09,1.06078970312651e-08,4.191684877581339e-08
P45748,5.432539034684818e-07,4.6781100230874916e-07,4.0203313458180633e-07,4.636353308536425e-07,2.906408383556378e-08,9.309438945944108e-09,5.568158913958016e-08,3.7739915931486495e-08
P0AEX5,5.413934448949597e-07,5.116682837751943e-07,6.861044512324238e-07,7.007215795856186e-07,7.417090195060947e-09,2.2820405456373668e-08,3.588326279945578e-08,3.384485229398539e-08
P0AF67,1.3023210014655387e-06,1.2363576489588369e-06,1.4949854884748602e-06,1.3856374092557724e-06,6.238117597019929e-08,1.8026094521819845e-07,1.1077842469598715e-07,3.3809552785840844e-08
P23917,3.7209171470443957e-07,4.886954220546754e-07,5.946238577347673e-07,7.665788709000567e-07,3.043710226282315e-08,2.9077377612253193e-08,2.996904242983228e-08,4.0398706496432976e-08
P0A6U5,4.930215219833825e-07,4.260421628168965e-07,3.827740622665101e-07,3.319207482247668e-07,3.73710313663404e-08,6.390632442253449e-09,9.531074150436104e-09,2.4595327443455217e-08
P75849,8.818573638495218e-07,1.2823033723998749e-06,1.3312833737948434e-06,1.3882717009083498e-06,6.65802309706389e-08,4.5650000057435546e-08,8.799783100783917e-08,1.868613709422639e-07
P69506,9.30229286761099e-09,1.253065184755578e-08,7.22215211823604e-09,7.902874957732541e-09,9.367408917684264e-10,1.0187419952062852e-09,8.551028107991473e-10,2.1124384762019085e-09
P0AGB6,4.186031790424946e-07,3.508582517315619e-07,3.948109824635702e-07,4.0568091449693713e-07,3.909753692256899e-08,2.0595379376642688e-08,3.936265495161797e-08,3.7403780316617605e-08
P0ABQ4,3.609289632633064e-07,3.717426714774881e-07,3.731445261088621e-07,4.4782958093817726e-07,2.8369016512495884e-08,1.3271213371746326e-08,1.3657089655584353e-08,2.8795442054324805e-08
P33362,1.8604585735221979e-07,2.735858986716346e-07,3.827740622665101e-07,4.2675524771755725e-07,3.2967325922813346e-08,2.5717074475133644e-08,1.435402733499413e-08,3.2988180648567174e-08
P31455,1.1534843155837627e-07,1.1904119255177989e-07,1.2759135408883674e-07,1.2908029097629818e-07,1.51452490636148e-08,2.5855747022246598e-08,1.9712864206725272e-08,1.2378799904626994e-08
P0A7F9,3.497662118221732e-07,3.090894122397092e-07,2.672196283747335e-07,2.528919986474413e-07,1.3221162806878146e-08,4.0583439827073825e-08,4.27284185771199e-08,1.1607742737917558e-08
P04982,1.164647067024896e-06,1.7146108611405492e-06,2.7420104208902836e-06,3.411407690087881e-06,8.944489474751199e-08,2.640500726156446e-08,2.1168320449272987e-07,3.831010835968691e-07
P21363,5.26509776306782e-07,6.32797918301567e-07,8.714730222671489e-07,1.198602701922769e-06,1.4837045496325114e-07,1.003617498426285e-07,6.96306944791452e-08,8.29433069730556e-08
P0A8D6,2.0465044308744182e-07,2.151095233830409e-07,2.527753241382614e-07,2.76600623520639e-07,1.1706005344601669e-08,2.706077804158654e-08,5.0049514179375756e-09,4.0439011158717413e-08
P76346,1.6316221689789678e-06,2.155272117779594e-06,2.4218283436484857e-06,2.0731875305785034e-06,2.4213272987647884e-07,1.545330108447969e-07,3.7683649027170435e-07,2.363433784859493e-08
P75777,1.5813897874938681e-07,1.608100320436325e-07,1.82961186995313e-07,2.0284045724846856e-07,3.499615599723931e-08,2.574568613018557e-08,2.629152257122648e-08,5.476692345708652e-09
P76235,5.767421577918813e-08,9.81567728058536e-08,1.82961186995313e-07,3.5299508144538686e-07,1.5946920662945518e-08,1.313337620142321e-08,1.503940957101473e-08,2.3227076359106455e-08
P28861,1.9348769164630862e-07,2.234632912814114e-07,2.2388671566531727e-07,2.0020616559589107e-07,1.6930173019052e-08,2.4938503307005513e-08,6.918099514058303e-09,1.9580162995278148e-08
P0A8Y3,5.469748206155262e-07,7.915195083706069e-07,1.1338778825630585e-06,9.457107032753275e-07,1.6250621920487282e-07,7.60650247544153e-08,1.2756126178834408e-07,5.617521577455446e-08
P36680,3.4232437752808444e-07,3.466813677823766e-07,3.803666782270981e-07,4.3202383102271234e-07,2.9439896467415257e-08,2.16329173496203e-08,2.7576584171464614e-08,2.8599977613703555e-08
P0AC47,2.9581291319002944e-07,5.158451677243796e-07,5.705500173406472e-07,6.111556633979833e-07,9.424599414234338e-08,1.1173206332910062e-07,1.0372599315252967e-07,3.740272659995657e-08
P39830,3.2371979179286246e-07,2.902934344683755e-07,2.768491645323815e-07,2.7923491517321647e-07,4.687462585160649e-08,2.9319636881305935e-08,4.80333300463682e-08,5.6293758898920435e-08
P0A7A5,2.809292446018519e-07,2.923818764429682e-07,3.394411495570939e-07,3.872408729288945e-07,1.4046462230092595e-09,4.1898322894277354e-08,1.6530783983430475e-08,4.84438332034047e-08
P62615,2.7906878602832967e-07,2.673205727478566e-07,2.7203439645355755e-07,2.4498912368970883e-07,1.626971022545162e-08,8.901775072503627e-09,3.199124502293837e-08,1.0387538844443652e-08
P76004,2.623246588666299e-07,3.6547734555371027e-07,5.32031872710055e-07,6.559386214918009e-07,4.7165973664220065e-08,6.907521830965124e-09,1.228993625960227e-08,6.900474298093745e-08
P32157,1.0604613869076529e-07,9.189144688207573e-08,1.1796181793118865e-07,1.1854312436598813e-07,2.404065964119649e-08,1.800153444419863e-08,6.086829805249336e-09,1.5446169104888254e-08
P0ACN4,2.4744099027845233e-07,2.109326394338556e-07,2.1425717950766922e-07,1.8176612402784845e-07,5.3843159484591224e-08,1.4807471288256665e-08,8.4203071546514e-09,8.161298968850395e-09
P06992,1.9348769164630862e-07,1.6289847401822514e-07,1.4685042640413282e-07,1.7649754072269343e-07,1.9348769164630858e-08,2.546103148904859e-08,2.1983508832698684e-08,3.146951151085624e-08
P0AG00,2.7906878602832967e-07,2.610552468240788e-07,2.3351625182296535e-07,2.8977208178352656e-07,1.289297791450883e-08,2.6444896503279177e-08,1.1185428462320042e-08,2.7006758022224676e-08
P32664,1.5441806160234245e-07,1.4827938019607675e-07,1.3962827428589678e-07,1.2117741601856564e-07,2.722390426049297e-08,7.947774778509712e-09,1.1533295456015076e-08,5.8165159688911505e-09
P15038,1.0976705583780968e-07,1.0442209872963151e-07,9.388797753706853e-08,9.7468791145368e-08,5.082214685290588e-09,1.0901667107373528e-08,1.3407203192293382e-08,1.1423342322237134e-08
P77756,3.944172175867059e-07,3.299738319856355e-07,3.418485335965059e-07,3.9250945623404965e-07,2.6938695961172016e-08,3.1875472169812395e-08,7.565108048490677e-08,1.4836857445647072e-08
P75867,7.813926008793232e-08,6.683014318696415e-08,7.462890522177242e-08,8.166304122990292e-08,2.172271430444518e-09,6.616184175509452e-10,5.709111249465591e-09,3.0378651337523895e-09
P64455,4.297659304836278e-07,3.9680397517259966e-07,4.2851435901533844e-07,4.083152061495146e-07,7.327509114745854e-08,1.491982946648975e-08,4.722228236349029e-08,4.160731950663555e-08
P12998,1.3395301729359829e-07,1.1904119255177989e-07,1.1073966581295262e-07,9.220020784021297e-08,6.014490476482561e-09,2.5950979976288016e-09,1.9955287779494065e-08,1.3949891446224227e-08
P0AFF2,5.041842734245155e-07,4.636341183595639e-07,3.899962143847462e-07,3.161149983093017e-07,7.008161400600768e-08,1.0510585463211313e-07,1.3357370342677558e-07,1.10008019411637e-08
P31473,1.0976705583780968e-07,1.0024521478044624e-07,1.420356583253088e-07,1.2381170767114316e-07,3.239225817773764e-08,1.8535340212904507e-08,2.0637781154667365e-08,1.931462639669833e-08
P07109,2.1209227738153058e-07,2.798512245954124e-07,3.2740422936003386e-07,4.0041233119178214e-07,7.3171835696628045e-09,2.473884825423446e-08,4.4985341114068645e-08,1.9740327927754858e-08
P0ADS9,1.9162723307278639e-07,2.297286172051893e-07,2.624048602959095e-07,2.634291652577514e-07,4.221547944593485e-08,2.106611419771586e-08,1.828961876262489e-08,1.599015033114551e-08
P0AFX9,1.0046476297019867e-07,1.1904119255177989e-07,1.420356583253088e-07,2.6079487360517385e-07,4.289845378827483e-09,1.9487043220726375e-08,1.3365555448411557e-08,2.015944372967994e-08
P0C054,7.42322970835357e-07,7.267778071582352e-07,4.4777343133063454e-07,2.976749567412591e-07,7.200532817102962e-08,4.9638924228907465e-08,2.3463327801725252e-08,4.3728451145290954e-08
P17443,1.6558081304347562e-07,1.2948340242474305e-07,1.1314704985236464e-07,1.3698316593403074e-07,3.6841730902173336e-08,2.7269204550650884e-08,6.852185339059203e-08,4.535512624075757e-08
P27829,1.0790659726428747e-07,8.771456293289047e-08,7.703628926118444e-08,3.9514374788662715e-08,1.9520303445109606e-08,9.815259592190443e-09,2.4328060148682043e-08,8.764288328125389e-09
P0AEE3,2.2139457024914157e-07,2.0675575548467033e-07,2.2629409970472928e-07,2.3181766542682125e-07,3.8256981739051665e-08,4.093763958596472e-09,4.1095008506378836e-08,8.994525418560665e-09
P04994,1.2465072442598727e-07,1.2321807650096517e-07,1.251839700494247e-07,1.3698316593403074e-07,6.756069263888509e-09,1.8950940165848442e-08,1.5698069844197857e-08,5.39713673780081e-09
P0AD27,1.748831059110866e-07,1.9840198758629983e-07,2.3110886778355328e-07,2.950406650886816e-07,2.4203821858094386e-08,2.4998650435873783e-08,3.223968705580568e-08,1.0857496475263482e-08
P37643,8.186017723497673e-07,7.601928787517175e-07,7.944367330059644e-07,4.689039141587974e-07,1.444013526424989e-07,4.918447925523611e-08,1.1948328464409704e-07,3.9856832703497785e-08
P0A9L5,2.1525505695651837e-06,1.981931433888406e-06,2.1859047077861088e-06,1.7491696573114691e-06,2.0406179399477935e-07,1.625183775788492e-07,2.7892144071350746e-07,6.139585497163258e-08
P75830,1.2465072442598727e-07,1.336602863739283e-07,2.0462764335002112e-07,2.1074333220620115e-07,1.9133886199389046e-08,4.1742107434577826e-08,5.275300645563546e-08,2.665903152408444e-08
P0A830,4.7627739482168273e-07,8.416421157608299e-07,1.3577645982283756e-06,1.5436949084104231e-06,3.995967342553918e-08,3.7116417305052604e-07,3.1988933934260526e-07,3.7048677801850157e-07
P0AFX4,6.753464621885578e-07,9.71125518185573e-07,1.1844329473907107e-06,9.061963284866648e-07,7.259974468526996e-08,1.1245633500588934e-07,2.030118071827678e-07,7.684544865566918e-08
P32131,1.0232522154372091e-07,1.1277586662800201e-07,1.0351751369471658e-07,1.106402494082556e-07,1.4049252917952878e-08,1.940872664667915e-08,1.1076373965334672e-08,1.3741518976505345e-08
P45800,1.3581347586712044e-07,1.503678221706694e-07,1.6851688275884093e-07,1.5278891584949582e-07,1.2970186945310004e-08,1.3367699390972508e-08,4.191014874212375e-08,6.447692248848721e-09
P0CB39,8.74415529555433e-08,6.891858516155679e-08,5.777721694588832e-08,4.478295809381773e-08,2.0837322069305966e-08,1.3962905353731406e-08,9.463908135736507e-09,4.411121372241047e-09
