Protein,MW,Rxn,0.05213,0.39457,0.28828,0.18299
YGL092W,145645.6,YGL092W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL099W,72736.4,YGL099W_translation_Ribosome,7.027225061818068e-06,7.555770944713904e-05,4.699303243122757e-05,2.517541590419167e-05
YGL100W,39110.1,YGL100W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL103W,16741.9,YGL103W_translation_Ribosome,0.001020163963139286,0.0023847293525238273,0.001959028737315437,0.00153844905421227
YGL111W,51908.0,YGL111W_translation_Ribosome,5.014947103635212e-06,5.392141461471963e-05,3.353636318872203e-05,1.7966320697130754e-05
YGL119W,56759.4,YGL119W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL120C,87549.7,YGL120C_translation_Ribosome,8.458370856883945e-06,9.094558975676814e-05,5.6563507287193826e-05,3.030257353659529e-05
YGL123w,27470.3,YGL123w_translation_Ribosome,0.0016738966375754916,0.003912891053741528,0.003214396640923446,0.0025243047117667243
YGL125W,68543.7,YGL125W_translation_Ribosome,0.0,1.1764418706619189e-05,0.0,0.0
YGL129C,50893.5,YGL129C_translation_Ribosome,1.4783340634243027e-05,8.809615351892686e-05,8.387386331253339e-05,9.34114579882416e-05
YGL135W,24502.1,YGL135W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL141W,105556.4,YGL141W_translation_Ribosome,0.0007582421221581344,0.0008695390470386587,0.0008285033297303867,0.0007986457232742884
YGL142C,72570.0,YGL142C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL143C,46775.7,YGL143C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL147C,21580.3,YGL147C_translation_Ribosome,0.0013149907939800577,0.0030739148391920835,0.0025251869775765184,0.001983059994661123
YGL148W,40839.9,YGL148W_translation_Ribosome,0.0008952808765592924,0.012186681579958447,0.008778711793626926,0.005113209064849432
YGL154C,30671.4,YGL154C_translation_Ribosome,3.7404997930779986e-06,3.546385670779886e-05,2.5030544791289933e-05,1.5355519015687888e-05
YGL164C,50268.5,YGL164C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL171W,63670.5,YGL171W_translation_Ribosome,6.151348338637703e-06,6.614016007602888e-05,4.1135798189248785e-05,2.2037539915748316e-05
YGL172W,49138.7,YGL172W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL173C,175458.4,YGL173C_translation_Ribosome,1.6951425500664035e-05,0.00018226410445471456,0.00011335895482222519,6.0729403625750296e-05
YGL184C,51832.1,YGL184C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL186C,64557.9,YGL186C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL187C,17141.8,YGL187C_translation_Ribosome,1.3146689572066604e-05,1.6919979176283758e-05,2.1291843690771268e-05,3.480245142570398e-05
YGL189C,13527.3,YGL189C_translation_Ribosome,0.0008242830251389663,0.0019268392100296597,0.0015828770592517638,0.0012430525741430568
YGL191W,15022.3,YGL191W_translation_Ribosome,1.1521165499449073e-05,1.4827906239711556e-05,1.865921102077222e-05,3.0499297976429125e-05
YGL202W,56169.2,YGL202W_translation_Ribosome,2.072386778709972e-06,1.4263156763327878e-05,1.0590834359703007e-05,6.788175555591002e-06
YGL205W,84050.0,YGL205W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL224C,31963.0,YGL224C_translation_Ribosome,0.0,0.0,0.0,0.0
YGL225W,37030.0,YGL225W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL232W,33555.7,YGL232W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL234W,86041.7,YGL234W_translation_Ribosome,5.6839919881413076e-05,0.0005639125681654695,0.0003882635239584643,0.00022831940986484627
YGL245W,80843.6,YGL245W_translation_Ribosome,0.0006327666884063853,0.0027081383363703696,0.0020667206049369367,0.0014428255594474402
YGL246C,44505.9,YGL246C_translation_Ribosome,4.299813791702213e-06,4.6232200945928395e-05,2.8754065393406482e-05,1.5404316720244117e-05
YGL248W,42006.4,YGL248W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL253W,53930.9,YGL253W_translation_Ribosome,0.0,0.0,0.0,0.0
YGL256W,41133.5,YGL256W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR007W,36856.2,YGR007W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR010W,44897.5,YGR010W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR019W,52942.7,YGR019W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR020C,13454.3,YGR020C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR024C,27760.1,YGR024C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR027C,12055.5,YGR027C_translation_Ribosome,0.0007345992185848475,0.0017171948649407176,0.0014106565528826623,0.0011078057193661425
YGR030C,18216.2,YGR030C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR032W,216982.7,YGR032W_translation_Ribosome,0.0065040658637855985,0.03689002494328565,0.032526459302888,0.022405388047654722
YGR033C,27228.0,YGR033C_translation_Ribosome,1.8930190774216994e-05,9.841017705735669e-05,9.122942580643642e-05,0.00010212950260202884
YGR034W,14252.0,YGR034W_translation_Ribosome,0.0008684424589001905,0.002030066045799436,0.0016676767609542285,0.0013096468095397343
YGR055W,63222.6,YGR055W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR060W,36481.4,YGR060W_translation_Ribosome,1.1844637440668587e-06,5.013746097393673e-06,4.364956398222787e-06,3.3069537229107174e-06
YGR061C,148864.3,YGR061C_translation_Ribosome,0.0004917055080298124,0.0048782425519369845,0.0033587540886008686,0.00197512437833982
YGR065C,69098.4,YGR065C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR076C,18608.2,YGR076C_translation_Ribosome,5.40523562321556e-06,3.221061321997692e-05,3.066681645578088e-05,3.4154048995191874e-05
YGR078C,23104.3,YGR078C_translation_Ribosome,8.721267149496208e-06,0.00013273105318372395,6.637602102167766e-05,3.522373349209159e-05
YGR081C,24083.8,YGR081C_translation_Ribosome,2.326789378410452e-06,2.5017965733566786e-05,1.5559895657019025e-05,8.33584947225009e-06
YGR082W,20315.4,YGR082W_translation_Ribosome,1.4124066113881399e-05,7.34234088417855e-05,6.806629674739961e-05,7.620004050097793e-05
YGR083C,70873.3,YGR083C_translation_Ribosome,0.00119763062349526,0.0013164166258012526,0.0009273232905613334,0.0011918882879304955
YGR084C,38999.5,YGR084C_translation_Ribosome,1.1328419013531412e-05,6.750775519784233e-05,6.427222989688558e-05,7.158085326834329e-05
YGR085C,19762.0,YGR085C_translation_Ribosome,0.00120419308677979,0.002814914762636013,0.0023124212847303862,0.0018159725126385225
YGR087C,61571.8,YGR087C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR088W,64575.9,YGR088W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR090W,140495.8,YGR090W_translation_Ribosome,1.3573611105858676e-05,0.00014594537033649395,9.077055897530345e-05,4.8628199880556804e-05
YGR094W,125764.8,YGR094W_translation_Ribosome,4.247319299681007e-05,0.00020429893255428924,0.0001504430643478121,0.00010159046770679393
YGR096W,35154.3,YGR096W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR103W,69865.8,YGR103W_translation_Ribosome,6.749890023756591e-06,7.257576422110423e-05,4.513841495088649e-05,2.4181848049657046e-05
YGR110W,52063.3,YGR110W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR118W,16061.2,YGR118W_translation_Ribosome,0.0009786856596188426,0.0022877699112260667,0.001879377630721166,0.0014758980730690133
YGR119C,57512.4,YGR119C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR121C,54192.5,YGR121C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR124W,64574.7,YGR124W_translation_Ribosome,0.0,0.0,0.00034062593225569007,0.0
YGR128C,80168.5,YGR128C_translation_Ribosome,7.745256740344062e-06,8.32780867600399e-05,5.179471241995573e-05,2.774780343700252e-05
YGR135W,28706.5,YGR135W_translation_Ribosome,0.00020620708436184338,0.00023647474386977247,0.0002253149106535023,0.00021719501096260728
YGR138C,67588.1,YGR138C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR143W,86200.7,YGR143W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR148C,17581.0,YGR148C_translation_Ribosome,0.0010712943355265403,0.0,0.0,0.0
YGR155W,56019.3,YGR155W_translation_Ribosome,2.169351216667996e-06,0.0,0.0,0.0
YGR157W,101210.2,YGR157W_translation_Ribosome,0.0,0.0,6.395955716507738e-07,9.205132150920928e-07
YGR159C,44513.6,YGR159C_translation_Ribosome,4.300557705794414e-06,4.624019961458319e-05,2.8759040156382384e-05,1.540698183293133e-05
YGR162W,107088.7,YGR162W_translation_Ribosome,0.0036192108043592392,0.001989089616476763,0.0014011742880031752,0.003601857605041742
YGR165W,39597.8,YGR165W_translation_Ribosome,1.1502210808190214e-05,6.85434066788836e-05,6.525824446495202e-05,7.267899105242898e-05
YGR169C,46821.4,YGR169C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR170W,130069.4,YGR170W_translation_Ribosome,0.0,1.0879877119332215e-06,0.0,0.0
YGR171C,66745.1,YGR171C_translation_Ribosome,8.888077848165557e-08,5.367975694676377e-07,5.089493922877919e-07,5.644885202184927e-07
YGR175C,55120.4,YGR175C_translation_Ribosome,2.8156805431748263e-05,0.00011918564333914491,0.00010376276069104078,7.86121593119331e-05
YGR177C,61883.4,YGR177C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR180C,40041.8,YGR180C_translation_Ribosome,0.0,3.1743461821732672e-06,5.942858714571441e-06,5.7919830262949045e-06
YGR183C,7475.4,YGR183C_translation_Ribosome,0.00015651555378375106,0.00020143777612368895,0.0002534862246552822,0.0004143343408290341
YGR185C,44024.4,YGR185C_translation_Ribosome,0.00012732823467895342,0.0006322218342507405,0.00047290515271605077,0.0003140358982183922
YGR191W,66006.9,YGR191W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR192C,35745.0,YGR192C_translation_Ribosome,0.0018654056019860074,0.03776371136328714,0.0,0.006830152860105308
YGR193C,45356.1,YGR193C_translation_Ribosome,3.5219918839411494e-05,4.3439864733235716e-05,5.5914911097801655e-05,9.3383357315181e-05
YGR194C,68316.7,YGR194C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR202C,49412.8,YGR202C_translation_Ribosome,9.21687573995572e-08,6.576747767291544e-08,7.218526356417165e-08,0.0
YGR204W,102199.2,YGR204W_translation_Ribosome,1.532470954974859e-05,7.658534269474347e-05,5.451408983071096e-05,3.6740240555415564e-05
YGR208W,34197.6,YGR208W_translation_Ribosome,1.1518960768574488e-06,8.57233270235494e-06,6.2752352953692245e-06,4.035058615154215e-06
YGR209C,11201.0,YGR209C_translation_Ribosome,7.2881815873849834e-06,4.423886991622993e-07,1.263485904349855e-07,8.87858517108393e-08
YGR214W,28006.5,YGR214W_translation_Ribosome,0.001706569865646098,0.003989267801830052,0.0032771392931283056,0.0025735772783731805
YGR215W,12408.9,YGR215W_translation_Ribosome,3.6044877164325165e-06,2.1479685213259287e-05,2.0450202529967395e-05,2.2775667639881153e-05
YGR220C,29814.0,YGR220C_translation_Ribosome,8.660251656288556e-06,5.16077440343715e-05,4.913427767396369e-05,5.472151077173775e-05
YGR240C,107957.4,YGR240C_translation_Ribosome,0.0001676572437483423,0.0035159390853069868,0.002584489639413611,0.0006131903080938297
YGR243W,16242.1,YGR243W_translation_Ribosome,7.427077107250377e-05,2.931353683032282e-05,0.00014890221022700913,0.00020571190745919505
YGR244C,46901.2,YGR244C_translation_Ribosome,7.436420659902368e-05,0.0,5.9989447607940246e-05,0.00018235765725268876
YGR245C,86615.5,YGR245C_translation_Ribosome,8.368115721178159e-06,8.99751538791949e-05,5.59599457843252e-05,2.9979229605115372e-05
YGR247W,26731.9,YGR247W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR248W,28439.9,YGR248W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR251W,22333.8,YGR251W_translation_Ribosome,2.157717993819221e-06,2.3200086493839592e-05,1.442926770795022e-05,7.730142043337806e-06
YGR253C,28596.3,YGR253C_translation_Ribosome,0.00020541548591909784,0.00023556695236699612,0.0002244499600968682,0.00021636123149774462
YGR254W,46811.5,YGR254W_translation_Ribosome,0.00022795828638603346,0.004755970459608479,0.0034962717278136358,0.0008364130338193469
YGR255C,53526.0,YGR255C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR256W,53922.4,YGR256W_translation_Ribosome,0.00013572127380985928,0.0011239632613518774,0.0008276437709991726,0.0005255689483955494
YGR260W,60133.4,YGR260W_translation_Ribosome,0.0,0.0,0.0,0.0
YGR262C,29940.7,YGR262C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR264C,85668.8,YGR264C_translation_Ribosome,1.355891726370369e-05,6.993113558939508e-05,5.1614143080615794e-05,3.3629617011045574e-05
YGR267C,27768.4,YGR267C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR276C,62847.8,YGR276C_translation_Ribosome,6.071865465435871e-06,6.528554907572969e-05,4.06042738385637e-05,2.175278820045339e-05
YGR277C,34299.8,YGR277C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR280C,31339.3,YGR280C_translation_Ribosome,3.0277593389256966e-06,3.255489306147575e-05,2.0247479133858292e-05,1.0847112472520416e-05
YGR282C,34099.7,YGR282C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR285C,49022.5,YGR285C_translation_Ribosome,1.5788398916301066e-05,0.0001514337709390883,0.00013231675851089865,7.436839332548274e-05
YGR286C,41891.9,YGR286C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR287C,68571.9,YGR287C_translation_Ribosome,0.0,0.0,0.0,0.0
YGR289C,67975.9,YGR289C_translation_Ribosome,0.0,0.0,0.0041420760310517364,0.0
YGR292W,68078.6,YGR292W_translation_Ribosome,0.0,0.0,0.016653334285072874,0.0
YHL001W,15172.4,YHL001W_translation_Ribosome,0.0,0.0,0.0,0.0
YHL003C,48462.9,YHL003C_translation_Ribosome,0.0,0.0,0.0,0.0
YHL004W,44155.3,YHL004W_translation_Ribosome,1.2826055207584292e-05,7.643239485345422e-05,7.27691276238401e-05,8.104396339234294e-05
YHL011C,35127.2,YHL011C_translation_Ribosome,0.0,0.0032773318333189526,0.0022750681950695815,0.001342812585864876
YHL015W,13912.2,YHL015W_translation_Ribosome,0.0008477368212679788,0.0019816646675814564,0.001627915565095946,0.0012784218596462733
YHL016C,80606.4,YHL016C_translation_Ribosome,0.0,0.0,0.0,0.0
YHL030W,210421.0,YHL030W_translation_Ribosome,0.0015115148450177988,0.001733379272284026,0.001651576779287639,0.001592057248419793
YHL032C,79829.2,YHL032C_translation_Ribosome,0.0,0.0,0.0,0.0
YHL033C,28150.2,YHL033C_translation_Ribosome,0.0017153261932733755,0.004009736542412524,0.0032939541366975677,0.002586782179196283
YHL036W,60629.0,YHL036W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR001WA,8594.0,YHR001WA_translation_Ribosome,0.00017993614645605007,0.00023158041683481593,0.0002914172639173148,0.00047633428647092063
YHR002W,40842.8,YHR002W_translation_Ribosome,1.3908979529111882e-06,5.887566604054439e-06,5.125702622174958e-06,3.88330599953671e-06
YHR005CA,10303.8,YHR005CA_translation_Ribosome,0.0,0.0,0.0,0.0
YHR007C,60726.8,YHR007C_translation_Ribosome,9.858269268349532e-07,4.172931363988927e-06,3.6329449283553938e-06,2.7523713091031187e-06
YHR010W,15551.6,YHR010W_translation_Ribosome,0.0,0.0022151820879774426,0.0018197475382862604,0.0
YHR011W,50399.6,YHR011W_translation_Ribosome,0.00014060015874449655,0.0006189471681392332,0.0004730130956649522,0.0003275242098050547
YHR018C,51975.6,YHR018C_translation_Ribosome,1.5138019133632362e-07,3.269189898985535e-06,2.21819064582087e-06,1.2348460434419387e-06
YHR019C,62196.4,YHR019C_translation_Ribosome,7.08905544193624e-05,0.0003008581798732433,0.00023354469577025697,0.00016316852394041568
YHR020W,77378.9,YHR020W_translation_Ribosome,0.0001234086877982613,0.0006117766154494667,0.0004590552221877145,0.00030806637260969084
YHR021C,8871.5,YHR021C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR024C,53331.2,YHR024C_translation_Ribosome,3.707836749735277e-05,0.00019275498878659105,0.00017869012610431255,0.00020003999299138093
YHR025W,38705.8,YHR025W_translation_Ribosome,2.0062468736252875e-05,0.00021365449162926594,0.0001531736647290977,9.351679088823925e-05
YHR026W,22597.9,YHR026W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR027C,109406.5,YHR027C_translation_Ribosome,0.0007858985029604453,0.0009012549096960015,0.0008587224416913381,0.0008277757987522162
YHR037W,64433.7,YHR037W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR039CA,12715.8,YHR039CA_translation_Ribosome,0.0,0.0,0.0,0.0
YHR042W,76748.2,YHR042W_translation_Ribosome,1.2459151831829497e-06,5.273865425309664e-06,4.591415716790699e-06,3.478522558496545e-06
YHR046C,32815.5,YHR046C_translation_Ribosome,2.4595395109628397e-08,6.656329218999161e-07,0.0,5.141287536839748e-07
YHR051W,17339.8,YHR051W_translation_Ribosome,1.3298543200931083e-05,1.7115416987768213e-05,2.1537779651450585e-05,3.520444452924558e-05
YHR052W,42535.1,YHR052W_translation_Ribosome,4.109410428986556e-06,4.4184957285554465e-05,2.748078450082088e-05,1.4722186319729645e-05
YHR062C,32238.8,YHR062C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR063C,42818.8,YHR063C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR064C,58215.1,YHR064C_translation_Ribosome,1.87490075323037e-05,0.00017983032523017224,0.00015712852931588182,8.831380395292589e-05
YHR065C,55981.6,YHR065C_translation_Ribosome,5.408506642075693e-06,5.8153021969549766e-05,3.61682066249087e-05,1.9376269144226226e-05
YHR066W,51776.8,YHR066W_translation_Ribosome,5.002271580401859e-06,5.378512561114696e-05,3.345159839619756e-05,1.792090994588887e-05
YHR067W,33062.6,YHR067W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR068W,42883.6,YHR068W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR070W,56525.0,YHR070W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR072W,83452.0,YHR072W_translation_Ribosome,1.1808658589012598e-07,4.998516519622087e-07,4.351697561088834e-07,3.2969086372737937e-07
YHR074W,80678.6,YHR074W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR075C,44886.3,YHR075C_translation_Ribosome,1.3038393168298956e-05,7.769774874387903e-05,7.397383537790421e-05,8.238566274077455e-05
YHR083W,37403.6,YHR083W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR085W,37883.4,YHR085W_translation_Ribosome,3.659999366299111e-06,3.935282650873218e-05,2.4475446197573246e-05,1.3112146749974634e-05
YHR088W,35132.8,YHR088W_translation_Ribosome,3.3942577946096027e-06,3.649553585913583e-05,2.2698357490882588e-05,1.2160113119136845e-05
YHR091C,73715.0,YHR091C_translation_Ribosome,4.1535225517736915e-08,2.467493093877303e-07,2.3508256071587824e-07,2.620192056005271e-07
YHR092C,63908.6,YHR092C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR094C,63263.0,YHR094C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR096C,66254.1,YHR096C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR100C,20949.4,YHR100C_translation_Ribosome,9.045702837102644e-10,3.828978094517623e-09,3.333499963425776e-09,2.525507498508612e-09
YHR104W,37117.1,YHR104W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR106W,37085.8,YHR106W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR117W,71849.9,YHR117W_translation_Ribosome,4.995287997655803e-05,0.00025967810542452534,0.00024073149505650815,0.0002694982766763743
YHR123W,44555.0,YHR123W_translation_Ribosome,5.19227565513069e-07,0.0,3.061579954668661e-07,0.0
YHR128W,24591.7,YHR128W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR137W,58518.0,YHR137W_translation_Ribosome,6.70003615659198e-07,3.2937133491649456e-06,2.5115648192607487e-06,1.7095450113672125e-06
YHR141C,12239.0,YHR141C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR144C,35649.7,YHR144C_translation_Ribosome,3.2174495707058405e-09,1.1762029020064598e-08,1.3934910245983648e-08,9.79213832129802e-09
YHR147C,23902.2,YHR147C_translation_Ribosome,6.943015601359774e-06,4.1374475731480326e-05,3.939147151736147e-05,4.387081554867613e-05
YHR148W,21897.8,YHR148W_translation_Ribosome,2.115595066001063e-06,2.274717486611327e-05,1.414757983035365e-05,7.579234363905945e-06
YHR162W,14565.1,YHR162W_translation_Ribosome,0.0,9.949040318840444e-05,0.0,0.0
YHR163W,27777.7,YHR163W_translation_Ribosome,0.001921409108235748,0.01591197302428334,0.011716971373259175,0.007440491354861823
YHR169W,47895.3,YHR169W_translation_Ribosome,4.627271249378509e-06,4.975306945743203e-05,3.0943865605162945e-05,1.657745086856143e-05
YHR170W,59076.8,YHR170W_translation_Ribosome,5.707540784696709e-06,6.136827901115184e-05,3.816793212659886e-05,2.044757522078012e-05
YHR174W,46905.6,YHR174W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR183W,53539.8,YHR183W_translation_Ribosome,0.0,0.0,0.0,0.0
YHR190W,51707.2,YHR190W_translation_Ribosome,1.600804061907375e-05,6.776083403382759e-05,5.899243406414646e-05,4.4693516189857975e-05
YHR196W,65235.8,YHR196W_translation_Ribosome,6.302575446238077e-06,6.776617514685458e-05,4.21470964342073e-05,2.2579319252020543e-05
YHR197W,86717.5,YHR197W_translation_Ribosome,8.377970167594333e-06,9.008111026916757e-05,5.602584524192807e-05,3.0014533695257693e-05
YHR200W,29730.4,YHR200W_translation_Ribosome,0.00021356205392198102,0.000244909296680051,0.0002333514158707221,0.00022494189657125388
YHR203C,29432.7,YHR203C_translation_Ribosome,0.0,0.0,0.0,0.0
YHR208W,43603.5,YHR208W_translation_Ribosome,3.850097654321014e-07,2.6666683539316673e-06,1.9214568120013597e-06,1.2528060844650344e-06
YHR216W,56536.7,YHR216W_translation_Ribosome,0.00010797513307440589,0.001077741482136674,0.0,0.00043512347156401943
YIL002C,108423.4,YIL002C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL006W,41959.8,YIL006W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL009W,77964.4,YIL009W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL010W,24128.0,YIL010W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL013C,160528.8,YIL013C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL018W,27437.1,YIL018W_translation_Ribosome,0.001671873602939266,0.0,0.0,0.0
YIL020C,29550.9,YIL020C_translation_Ribosome,1.71465750930748e-06,1.765476543067575e-05,1.3028598198297559e-05,7.951671439523708e-06
YIL022W,48869.1,YIL022W_translation_Ribosome,3.397610496416512e-05,0.0001766276180267985,0.0001637395303612943,0.0001833031025271341
YIL035C,44672.0,YIL035C_translation_Ribosome,4.315861081405415e-06,4.640474365548192e-05,2.8861378137600954e-05,1.5461807008211162e-05
YIL052C,13666.5,YIL052C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL053W,27939.0,YIL053W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL066C,97498.6,YIL066C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL069C,15348.1,YIL069C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL074C,51181.7,YIL074C_translation_Ribosome,0.0,0.0,2.671033492400572e-06,1.7175095749524772e-06
YIL075C,104223.0,YIL075C_translation_Ribosome,0.0007486639246666923,0.0008585549346085136,0.000818037584973437,0.0007885571430705874
YIL078W,84517.4,YIL078W_translation_Ribosome,0.00034259156096609774,0.0015921474081588517,0.0011936702216987453,0.000808898837339401
YIL083C,41869.3,YIL083C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL091C,83980.0,YIL091C_translation_Ribosome,8.113494215983764e-06,8.723742774416574e-05,5.425722009302759e-05,2.9067034217173472e-05
YIL093C,30508.7,YIL093C_translation_Ribosome,8.862045337969098e-06,5.2810262977843614e-05,5.027916204708043e-05,5.59965840102541e-05
YIL094C,40071.4,YIL094C_translation_Ribosome,1.8972543849712827e-05,0.00017987959195019153,0.0001269598008035625,7.788618472840605e-05
YIL099W,61439.2,YIL099W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL107C,93425.2,YIL107C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL111W,17205.0,YIL111W_translation_Ribosome,1.3195160023300115e-05,0.0,2.137034446205881e-05,3.4930764375925334e-05
YIL115C,158830.7,YIL115C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL116W,42643.6,YIL116W_translation_Ribosome,1.931197346829115e-05,0.00019884341901247492,0.00014673947500814225,8.955868273114875e-05
YIL124W,32823.3,YIL124W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL125W,114412.3,YIL125W_translation_Ribosome,0.00013730123260327068,0.0,0.0001107606128869485,0.00033669331336303994
YIL133C,22228.6,YIL133C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL134W,34427.7,YIL134W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL142W,57197.0,YIL142W_translation_Ribosome,1.521419751603393e-05,0.0002457966314004498,0.0001251957534986527,5.573574346351624e-05
YIL145C,35024.5,YIL145C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL148W,14568.3,YIL148W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL149C,195121.7,YIL149C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL155C,72391.7,YIL155C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL160C,44731.9,YIL160C_translation_Ribosome,0.0,0.0,0.0,0.0
YIL162W,60616.5,YIL162W_translation_Ribosome,0.0,0.0,0.0,0.0
YIL172C,68681.1,YIL172C_translation_Ribosome,0.0,0.0,0.0,0.0
YIR012W,47125.1,YIR012W_translation_Ribosome,4.552860517714414e-06,4.895299483432466e-05,3.044626009294992e-05,1.6310870376133862e-05
YIR015W,16359.4,YIR015W_translation_Ribosome,0.0,0.0,0.0,0.0
YIR026C,41188.6,YIR026C_translation_Ribosome,3.979322075071074e-06,4.2786229059101514e-05,2.6610847053151658e-05,1.4256137717997991e-05
YIR027C,50113.8,YIR027C_translation_Ribosome,0.0,0.0,0.0,0.0
YIR028W,71759.6,YIR028W_translation_Ribosome,0.0,0.0,0.0,0.0
YIR029W,38706.1,YIR029W_translation_Ribosome,0.0,0.0,0.0,0.0
YIR031C,62786.6,YIR031C_translation_Ribosome,0.0,0.0,0.0,0.0
YIR032C,21718.9,YIR032C_translation_Ribosome,0.0,0.0,0.0,0.0
YIR034C,41473.3,YIR034C_translation_Ribosome,3.551245614008025e-05,0.000336695288213731,0.00023764100340493256,0.00014578591785031366
YIR037W,18643.6,YIR037W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL001W,23543.8,YJL001W_translation_Ribosome,0.00016912191847833657,0.0001939461123690157,0.0001847933113909368,0.00017813372926345718
YJL005W,227830.7,YJL005W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL008C,61651.0,YJL008C_translation_Ribosome,1.639894559261863e-05,0.0002649371142274791,0.00013494489918956305,6.0075953638639095e-05
YJL010C,77726.0,YJL010C_translation_Ribosome,7.509281393564586e-06,8.074084673544923e-05,5.0216678839612555e-05,2.6902408925506376e-05
YJL014W,58807.9,YJL014W_translation_Ribosome,1.564269115693431e-05,0.0002527192635930994,0.0001287217747814294,5.7305488540100295e-05
YJL026W,46129.7,YJL026W_translation_Ribosome,2.1924440928998203e-06,0.0,2.649165395405239e-06,0.0
