Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
P76349	YEEL_ECOLI	Putative uncharacterized protein YeeL	yeeL b4497 b1979/b1980	Escherichia coli (strain K12)	234	"26,725"		yeeL	b1979/b1980	b4497
P77503	YCJS_ECOLI	D-glucoside 3-dehydrogenase (EC 1.1.1.-)	ycjS b1315 JW1308	Escherichia coli (strain K12)	351	"38,652"		ycjS		b1315 JW1308
P77376	YDGJ_ECOLI	Uncharacterized oxidoreductase YdgJ (EC 1.-.-.-)	ydgJ b1624 JW5265	Escherichia coli (strain K12)	346	"38,257"		ydgJ		b1624 JW5265
P77552	YDHQ_ECOLI	Uncharacterized protein YdhQ	ydhQ b1664 JW1656	Escherichia coli (strain K12)	418	"42,876"		ydhQ		b1664 JW1656
P39353	YJHC_ECOLI	Uncharacterized oxidoreductase YjhC (EC 1.-.-.-)	yjhC b4280 JW5769	Escherichia coli (strain K12)	372	"41,384"		yjhC		b4280 JW5769
P0ADK6	YIBA_ECOLI	Protein YibA	yibA b3594 JW3568	Escherichia coli (strain K12)	280	"31,874"		yibA		b3594 JW3568
P0AFP9	YBHR_ECOLI	Probable multidrug ABC transporter permease YbhR	ybhR b0792 JW5803	Escherichia coli (strain K12)	368	"41,566"		ybhR		b0792 JW5803
P0DSH3	YIBX_ECOLI	Protein YibX	yibX b4795	Escherichia coli (strain K12)	80	"8,757"		yibX		b4795
P0ADK8	YIBL_ECOLI	Uncharacterized protein YibL	yibL b3602 JW3577	Escherichia coli (strain K12)	120	"13,696"		yibL		b3602 JW3577
P37909	YBGD_ECOLI	Uncharacterized fimbrial-like protein YbgD	ybgD b0719 JW0709	Escherichia coli (strain K12)	188	"19,838"		ybgD		b0719 JW0709
P0AAU5	YBFB_ECOLI	Uncharacterized protein YbfB	ybfB b0702 JW0691	Escherichia coli (strain K12)	108	"12,557"		ybfB		b0702 JW0691
P75748	YBGO_ECOLI	Uncharacterized protein YbgO	ybgO b0716 JW5098	Escherichia coli (strain K12)	353	"39,539"		ybgO		b0716 JW5098
P0AAU7	YBFE_ECOLI	Uncharacterized protein YbfE	ybfE b0685 JW5816	Escherichia coli (strain K12)	97	"11,280"		ybfE		b0685 JW5816
P69506	YTFE_ECOLI	Iron-sulfur cluster repair protein YtfE (Regulator of cell morphogenesis and NO signaling) (RCMNS)	ytfE b4209 JW4167	Escherichia coli (strain K12)	220	"24,883"		ytfE		b4209 JW4167
Q46855	YQHC_ECOLI	Uncharacterized HTH-type transcriptional regulator YqhC	yqhC b3010 JW5849	Escherichia coli (strain K12)	318	"35,957"		yqhC		b3010 JW5849
P77509	YPHE_ECOLI	Uncharacterized ABC transporter ATP-binding protein YphE	yphE b2547 JW2531	Escherichia coli (strain K12)	503	"55,016"		yphE		b2547 JW2531
Q2EES6	YOHO_ECOLI	UPF0387 membrane protein YohO	yohO b4542 JW5354	Escherichia coli (strain K12)	35	"3,643"		yohO		b4542 JW5354
P0DSH7	YSGD_ECOLI	Protein YsgD	ysgD b4799	Escherichia coli (strain K12)	18	"2,140"		ysgD		b4799
P0A8I1	YQGF_ECOLI	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	yqgF ruvX b2949 JW2916	Escherichia coli (strain K12)	138	"15,186"	ruvX	yqgF		b2949 JW2916
P76150	YNEK_ECOLI	Uncharacterized protein YneK	yneK b1527 JW1520	Escherichia coli (strain K12)	371	"42,841"		yneK		b1527 JW1520
P56614	YMDF_ECOLI	Uncharacterized protein YmdF	ymdF b4518 JW5136	Escherichia coli (strain K12)	57	"5,883"		ymdF		b4518 JW5136
P0AEB7	YOAB_ECOLI	RutC family protein YoaB	yoaB b1809 JW5295	Escherichia coli (strain K12)	114	"12,493"		yoaB		b1809 JW5295
O32528	YPDI_ECOLI	Uncharacterized lipoprotein YpdI	ypdI b2376 JW2373	Escherichia coli (strain K12)	91	"10,162"		ypdI		b2376 JW2373
P75677	YKFF_ECOLI	UPF0401 protein YkfF	ykfF b0249 JW5023	Escherichia coli (strain K12)	79	"9,014"		ykfF		b0249 JW5023
P31435	YICJ_ECOLI	Inner membrane symporter YicJ	yicJ b3657 JW5939	Escherichia coli (strain K12)	460	"50,948"		yicJ		b3657 JW5939
P0A8C8	YIDD_ECOLI	Putative membrane protein insertion efficiency factor	yidD b4557 JW3682	Escherichia coli (strain K12)	85	"9,381"		yidD		b4557 JW3682
P31437	YICL_ECOLI	Uncharacterized inner membrane transporter YicL	yicL b3660 JW3634	Escherichia coli (strain K12)	307	"33,113"		yicL		b3660 JW3634
P46119	YBJC_ECOLI	Uncharacterized protein YbjC	ybjC b0850 JW0834	Escherichia coli (strain K12)	95	"10,521"		ybjC		b0850 JW0834
P0ADL3	YICN_ECOLI	Uncharacterized protein YicN	yicN b3663 JW5637	Escherichia coli (strain K12)	150	"17,219"		yicN		b3663 JW5637
P75910	YCDU_ECOLI	Uncharacterized protein YcdU	ycdU b1029 JW1015	Escherichia coli (strain K12)	328	"38,668"		ycdU		b1029 JW1015
P27829	WECC_ECOLI	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD b3787 JW5599	Escherichia coli (strain K12)	420	"45,839"	rffD	wecC		b3787 JW5599
P0AGI4	XYLH_ECOLI	Xylose transport system permease protein XylH	xylH b3568 JW3540	Escherichia coli (strain K12)	393	"41,031"		xylH		b3568 JW3540
P75711	YBBV_ECOLI	Uncharacterized protein YbbV	ybbV b0510 JW0498	Escherichia coli (strain K12)	92	"10,844"		ybbV		b0510 JW0498
P0A8K5	YAEP_ECOLI	UPF0253 protein YaeP	yaeP b4406 JW0185	Escherichia coli (strain K12)	66	"7,214"		yaeP		b4406 JW0185
P0A8B5	YBAB_ECOLI	Nucleoid-associated protein YbaB	ybaB b0471 JW0460	Escherichia coli (strain K12)	109	"12,015"		ybaB		b0471 JW0460
P77736	YAHD_ECOLI	Putative ankyrin repeat protein YahD	yahD b0318 JW0310	Escherichia coli (strain K12)	201	"21,687"		yahD		b0318 JW0310
P0ADN6	YIFL_ECOLI	Uncharacterized lipoprotein YifL	yifL b4558 JW3781	Escherichia coli (strain K12)	67	"7,177"		yifL		b4558 JW3781
P0ADU5	YGIW_ECOLI	Protein YgiW	ygiW b3024 JW2992	Escherichia coli (strain K12)	130	"14,011"		ygiW		b3024 JW2992
P0AG84	YGHA_ECOLI	Uncharacterized oxidoreductase YghA (EC 1.-.-.-)	yghA b3003 JW2972	Escherichia coli (strain K12)	294	"31,488"		yghA		b3003 JW2972
P0AB43	YCGL_ECOLI	Protein YcgL	ycgL b1179 JW1168	Escherichia coli (strain K12)	108	"12,415"		ycgL		b1179 JW1168
P42603	YGJV_ECOLI	Inner membrane protein YgjV	ygjV b3090 JW3061	Escherichia coli (strain K12)	183	"20,512"		ygjV		b3090 JW3061
P76630	YGAZ_ECOLI	Inner membrane protein YgaZ	ygaZ b2682 JW2657	Escherichia coli (strain K12)	245	"26,108"		ygaZ		b2682 JW2657
P39165	YCHO_ECOLI	Uncharacterized protein YchO	ychO ychP b1220 JW1211	Escherichia coli (strain K12)	464	"52,100"	ychP	ychO		b1220 JW1211
P0AA91	YEAY_ECOLI	Uncharacterized lipoprotein YeaY	yeaY b1806 JW1795	Escherichia coli (strain K12)	193	"20,921"		yeaY		b1806 JW1795
P77171	YDCI_ECOLI	Uncharacterized HTH-type transcriptional regulator YdcI	ydcI b1422 JW5226	Escherichia coli (strain K12)	307	"33,402"		ydcI		b1422 JW5226
P0AF56	YJCO_ECOLI	Sel1-repeat-containing protein YjcO	yjcO b4078 JW4039	Escherichia coli (strain K12)	229	"25,079"		yjcO		b4078 JW4039
P32690	YJBI_ECOLI	Putative protein YjbI	yjbI b4038 JW3998	Escherichia coli (strain K12)	442	"51,708"		yjbI		b4038 JW3998
P45505	YFAH_ECOLI	Putative protein YfaH	yfaH b2238 JW2232	Escherichia coli (strain K12)	68	"7,517"		yfaH		b2238 JW2232
P0AF80	YJFL_ECOLI	UPF0719 inner membrane protein YjfL	yjfL b4184 JW4142	Escherichia coli (strain K12)	132	"14,224"		yjfL		b4184 JW4142
P33361	YEHY_ECOLI	Glycine betaine uptake system permease protein YehY	yehY b2130 JW2118	Escherichia coli (strain K12)	385	"41,139"		yehY		b2130 JW2118
P32694	YJBM_ECOLI	Uncharacterized protein YjbM	yjbM b4048 JW4008	Escherichia coli (strain K12)	235	"26,673"		yjbM		b4048 JW4008
P0AF59	YJDI_ECOLI	Uncharacterized protein YjdI	yjdI b4126 JW4087	Escherichia coli (strain K12)	76	"8,550"		yjdI		b4126 JW4087
Q9JMS3	YUAQ_ECOLI	Uncharacterized protein YuaQ	yuaQ ychA ECOK12F028	Escherichia coli (strain K12)	1371	"143,692"	ychA	yuaQ		ECOK12F028
P76170	YNFB_ECOLI	UPF0482 protein YnfB	ynfB b1583 JW1575	Escherichia coli (strain K12)	113	"12,909"		ynfB		b1583 JW1575
P0DPN8	YMGK_ECOLI	Protein YmgK	ymgK b4738	Escherichia coli (strain K12)	14	"1,589"		ymgK		b4738
P64445	YNAJ_ECOLI	Uncharacterized protein YnaJ	ynaJ b1332 JW1326	Escherichia coli (strain K12)	85	"9,339"		ynaJ		b1332 JW1326
Q46941	YQEH_ECOLI	Uncharacterized protein YqeH	yqeH b2846 JW5454	Escherichia coli (strain K12)	210	"24,287"		yqeH		b2846 JW5454
P39384	YJIM_ECOLI	Putative dehydratase subunit YjiM (EC 4.-.-.-)	yjiM b4335 JW5786	Escherichia coli (strain K12)	383	"42,743"		yjiM		b4335 JW5786
P75994	YMGC_ECOLI	Uncharacterized protein YmgC	ymgC b1167 JW1154	Escherichia coli (strain K12)	82	"9,701"		ymgC		b1167 JW1154
P0DPM9	YKGV_ECOLI	Protein YkgV	ykgV b4729	Escherichia coli (strain K12)	74	"8,638"		ykgV		b4729
Q47158	YAFP_ECOLI	Uncharacterized N-acetyltransferase YafP (EC 2.3.1.-)	yafP b0234 JW0224	Escherichia coli (strain K12)	150	"17,555"		yafP		b0234 JW0224
P64435	YBCW_ECOLI	Uncharacterized protein YbcW	ybcW b0559 JW0548	Escherichia coli (strain K12)	68	"7,624"		ybcW		b0559 JW0548
P0A7B1	PPK1_ECOLI	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk b2501 JW2486	Escherichia coli (strain K12)	688	"80,432"		ppk		b2501 JW2486
P31666	YADE_ECOLI	Uncharacterized protein YadE	yadE b0130 JW0126	Escherichia coli (strain K12)	409	"46,315"		yadE		b0130 JW0126
P75692	YAHM_ECOLI	Uncharacterized protein YahM	yahM b0327 JW5044	Escherichia coli (strain K12)	81	"8,890"		yahM		b0327 JW5044
P77169	YAGJ_ECOLI	Protein YagJ	yagJ b0276 JW0270	Escherichia coli (strain K12)	243	"27,859"		yagJ		b0276 JW0270
P76500	YFCQ_ECOLI	Uncharacterized fimbrial-like protein YfcQ	yfcQ b2334 JW2331	Escherichia coli (strain K12)	162	"17,890"		yfcQ		b2334 JW2331
P27848	YIGL_ECOLI	Pyridoxal phosphate phosphatase YigL (EC 3.1.3.74) (PLP phosphatase) (Sugar phosphatase) (EC 3.1.3.23)	yigL b3826 JW5854	Escherichia coli (strain K12)	266	"29,708"		yigL		b3826 JW5854
P0AGM0	YHHT_ECOLI	Putative transport protein YhhT	yhhT b3474 JW5680	Escherichia coli (strain K12)	349	"38,522"		yhhT		b3474 JW5680
P37626	YHII_ECOLI	Uncharacterized protein YhiI	yhiI b3487 JW3454	Escherichia coli (strain K12)	355	"38,828"		yhiI		b3487 JW3454
Q46835	YGHG_ECOLI	Lipoprotein YghG (Putative pilotin YghG)	yghG b2971 JW2938	Escherichia coli (strain K12)	136	"14,670"		yghG		b2971 JW2938
P42624	YHAK_ECOLI	Pirin-like protein YhaK	yhaK b3106 JW3077	Escherichia coli (strain K12)	233	"25,895"		yhaK		b3106 JW3077
P75955	YCFT_ECOLI	Inner membrane protein YcfT	ycfT b1115 JW1101	Escherichia coli (strain K12)	357	"40,834"		ycfT		b1115 JW1101
P33666	YDBA_ECOLI	Exported protein YdbA	ydbA b4492 JW5802/JW1402 b1401/b1405	Escherichia coli (strain K12)	852	"87,130"		ydbA	b1401/b1405	b4492 JW5802/JW1402
P76318	YEDK_ECOLI	Abasic site processing protein YedK (EC 3.4.-.-)	yedK yedG b1931 JW1916	Escherichia coli (strain K12)	222	"24,979"	yedG	yedK		b1931 JW1916
P0AA93	YPDA_ECOLI	Sensor histidine kinase YpdA (EC 2.7.13.3)	ypdA b2380 JW5388	Escherichia coli (strain K12)	565	"62,657"		ypdA		b2380 JW5388
P0A7D1	PTH_ECOLI	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth b1204 JW1195	Escherichia coli (strain K12)	194	"21,082"		pth		b1204 JW1195
P69805	PTND_ECOLI	PTS system mannose-specific EIID component (EII-M-Man) (EIID-Man) (Mannose permease IID component)	manZ gptB ptsM b1819 JW1808	Escherichia coli (strain K12)	283	"30,955"	gptB ptsM	manZ		b1819 JW1808
P07024	USHA_ECOLI	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	ushA b0480 JW0469	Escherichia coli (strain K12)	550	"60,824"		ushA		b0480 JW0469
P77657	YAGK_ECOLI	Uncharacterized protein YagK	yagK b0277 JW0271	Escherichia coli (strain K12)	208	"24,471"		yagK		b0277 JW0271
P0A879	TRPB_ECOLI	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB b1261 JW1253	Escherichia coli (strain K12)	397	"42,983"		trpB		b1261 JW1253
P39304	ULAD_ECOLI	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD sgaH yjfV b4196 JW4154	Escherichia coli (strain K12)	216	"23,578"	sgaH yjfV	ulaD		b4196 JW4154
P77596	YAGF_ECOLI	D-xylonate dehydratase YagF (EC 4.2.1.82)	yagF b0269 JW0262	Escherichia coli (strain K12)	655	"69,399"		yagF		b0269 JW0262
P45532	TUSD_ECOLI	Sulfurtransferase TusD (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein D)	tusD yheN b3345 JW3307	Escherichia coli (strain K12)	128	"13,641"	yheN	tusD		b3345 JW3307
P0ADN0	VIAA_ECOLI	Protein ViaA (VWA domain protein interacting with AAA ATPase)	viaA yieD yieM b3745 JW5610	Escherichia coli (strain K12)	483	"55,907"	yieD yieM	viaA		b3745 JW5610
P37017	YADL_ECOLI	Uncharacterized fimbrial-like protein YadL	yadL b0137 JW0133	Escherichia coli (strain K12)	201	"21,047"		yadL		b0137 JW0133
P0A8J4	YBED_ECOLI	UPF0250 protein YbeD	ybeD b0631 JW0626	Escherichia coli (strain K12)	87	"9,827"		ybeD		b0631 JW0626
P77538	YFHR_ECOLI	Uncharacterized protein YfhR	yfhR b2534 JW2518	Escherichia coli (strain K12)	284	"31,516"		yfhR		b2534 JW2518
P37662	YHJX_ECOLI	Uncharacterized MFS-type transporter YhjX	yhjX b3547 JW3516	Escherichia coli (strain K12)	402	"42,951"		yhjX		b3547 JW3516
P0AD30	YFCA_ECOLI	Probable membrane transporter protein YfcA	yfcA b2327 JW2324	Escherichia coli (strain K12)	269	"28,643"		yfcA		b2327 JW2324
P32157	YIIM_ECOLI	Protein YiiM	yiiM b3910 JW5559	Escherichia coli (strain K12)	224	"25,343"		yiiM		b3910 JW5559
P0AGJ5	YFIF_ECOLI	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)	yfiF b2581 JW2565	Escherichia coli (strain K12)	345	"37,784"		yfiF		b2581 JW2565
P64488	YEAR_ECOLI	Uncharacterized protein YeaR	yeaR b1797 JW1786	Escherichia coli (strain K12)	119	"13,611"		yeaR		b1797 JW1786
P46474	YHDP_ECOLI	Uncharacterized protein YhdP	yhdP yhdQ yhdR b4472 JW5542	Escherichia coli (strain K12)	1266	"139,053"	yhdQ yhdR	yhdP		b4472 JW5542
P76573	YFGI_ECOLI	Uncharacterized protein YfgI	yfgI b2506 JW2490	Escherichia coli (strain K12)	179	"20,230"		yfgI		b2506 JW2490
P31447	YIDJ_ECOLI	Uncharacterized sulfatase YidJ (EC 3.1.6.-)	yidJ b3678 JW3654	Escherichia coli (strain K12)	497	"57,295"		yidJ		b3678 JW3654
P77546	YDAV_ECOLI	Uncharacterized protein YdaV	ydaV b1360 JW1355	Escherichia coli (strain K12)	248	"28,128"		ydaV		b1360 JW1355
Q46892	YGBN_ECOLI	Inner membrane permease YgbN	ygbN b2740 JW2710	Escherichia coli (strain K12)	454	"46,770"		ygbN		b2740 JW2710
P0AF40	YIJD_ECOLI	Inner membrane protein YijD	yijD b3964 JW3936	Escherichia coli (strain K12)	119	"13,024"		yijD		b3964 JW3936
P76165	YDFX_ECOLI	Protein YdfX	ydfX b1568 JW1560	Escherichia coli (strain K12)	96	"10,976"		ydfX		b1568 JW1560
P08370	YGDB_ECOLI	Uncharacterized protein YgdB	ygdB b2824 JW5450	Escherichia coli (strain K12)	135	"14,973"		ygdB		b2824 JW5450
Q46797	YGEQ_ECOLI	Uncharacterized lipoprotein YgeQ	ygeQ b2863 JW5461	Escherichia coli (strain K12)	264	"29,513"		ygeQ		b2863 JW5461
P77716	YCJP_ECOLI	Inner membrane ABC transporter permease protein YcjP	ycjP b1312 JW1305	Escherichia coli (strain K12)	280	"31,250"		ycjP		b1312 JW1305
P76419	YEGV_ECOLI	Uncharacterized sugar kinase YegV (EC 2.7.1.-)	yegV b2100 JW2087	Escherichia coli (strain K12)	321	"34,385"		yegV		b2100 JW2087
P33355	YEHS_ECOLI	Uncharacterized protein YehS	yehS b2124 JW2112	Escherichia coli (strain K12)	156	"17,973"		yehS		b2124 JW2112
P08245	YCIH_ECOLI	Uncharacterized protein YciH	yciH b1282 JW1274	Escherichia coli (strain K12)	108	"11,396"		yciH		b1282 JW1274
P76180	YDGK_ECOLI	Inner membrane protein YdgK	ydgK b1626 JW1618	Escherichia coli (strain K12)	146	"16,319"		ydgK		b1626 JW1618
P75836	YCAN_ECOLI	Uncharacterized HTH-type transcriptional regulator YcaN	ycaN b0900 JW0883	Escherichia coli (strain K12)	302	"34,294"		ycaN		b0900 JW0883
P39367	YJHP_ECOLI	Uncharacterized protein YjhP	yjhP b4306 JW4268	Escherichia coli (strain K12)	248	"27,354"		yjhP		b4306 JW4268
P75763	YBHI_ECOLI	Inner membrane protein YbhI	ybhI b0770 JW0753	Escherichia coli (strain K12)	477	"51,351"		ybhI		b0770 JW0753
P0DPC9	YNFQ_ECOLI	Protein YnfQ	ynfQ b4724	Escherichia coli (strain K12)	62	"7,141"		ynfQ		b4724
P75675	YKFJ_ECOLI	Putative uncharacterized protein YkfJ	ykfJ b0235 JW0225	Escherichia coli (strain K12)	88	"9,820"		ykfJ		b0235 JW0225
Q00042	TNPX_ECOLI	Putative transposon gamma-delta 80.3 kDa protein (Transposon Tn1000 protein TnpX)	tnpX ECOK12F008	Escherichia coli (strain K12)	698	"80,330"		tnpX		ECOK12F008
P46923	TORZ_ECOLI	Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3)	torZ bisZ b1872 JW1861	Escherichia coli (strain K12)	809	"88,964"	bisZ	torZ		b1872 JW1861
P0DUM3	TIMP_ECOLI	Putative toxic protein TimP	timP b4812	Escherichia coli (strain K12)	41	"4,477"		timP		b4812
P02929	TONB_ECOLI	Protein TonB	tonB exbA b1252 JW5195	Escherichia coli (strain K12)	239	"26,094"	exbA	tonB		b1252 JW5195
P52140	YFJY_ECOLI	UPF0758 protein YfjY	yfjY b2644 JW2625	Escherichia coli (strain K12)	160	"17,964"		yfjY		b2644 JW2625
P0ADJ3	YHJR_ECOLI	Protein YhjR	yhjR b3535 JW3503	Escherichia coli (strain K12)	62	"7,018"		yhjR		b3535 JW3503
P64622	YHDV_ECOLI	Uncharacterized protein YhdV	yhdV b3267 JW3235	Escherichia coli (strain K12)	73	"7,452"		yhdV		b3267 JW3235
P76065	YDAU_ECOLI	Uncharacterized protein YdaU	ydaU b1359 JW1354	Escherichia coli (strain K12)	285	"32,509"		ydaU		b1359 JW1354
P67624	YHEU_ECOLI	UPF0270 protein YheU	yheU b3354 JW3317	Escherichia coli (strain K12)	72	"8,470"		yheU		b3354 JW3317
P0A8Z0	YCIA_ECOLI	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	yciA b1253 JW1245	Escherichia coli (strain K12)	132	"14,231"		yciA		b1253 JW1245
P39270	YJDF_ECOLI	Inner membrane protein YjdF	yjdF b4121 JW4082	Escherichia coli (strain K12)	209	"23,442"		yjdF		b4121 JW4082
P0AB61	YCIN_ECOLI	Protein YciN	yciN b1273 JW1265	Escherichia coli (strain K12)	83	"9,386"		yciN		b1273 JW1265
P32108	YIBI_ECOLI	Uncharacterized protein YibI	yibI b3598 JW3572	Escherichia coli (strain K12)	120	"13,866"		yibI		b3598 JW3572
P37443	YCAI_ECOLI	Uncharacterized protein YcaI	ycaI b0913 JW5120	Escherichia coli (strain K12)	754	"84,474"		ycaI		b0913 JW5120
P0A9U1	YBHF_ECOLI	Probable multidrug ABC transporter ATP-binding protein YbhF	ybhF b0794 JW5104	Escherichia coli (strain K12)	578	"63,132"		ybhF		b0794 JW5104
P75860	YCBV_ECOLI	Uncharacterized fimbrial-like protein YcbV	ycbV b0943 JW5123	Escherichia coli (strain K12)	171	"18,512"		ycbV		b0943 JW5123
P37676	YIAO_ECOLI	"2,3-diketo-L-gulonate-binding periplasmic protein YiaO (2,3-DKG-binding protein) (Extracytoplasmic solute receptor protein YiaO)"	yiaO b3579 JW3551	Escherichia coli (strain K12)	328	"35,970"		yiaO		b3579 JW3551
P75779	YBIX_ECOLI	PKHD-type hydroxylase YbiX (EC 1.14.11.-)	ybiX b0804 JW5105	Escherichia coli (strain K12)	225	"25,529"		ybiX		b0804 JW5105
P64432	YPJD_ECOLI	Inner membrane protein YpjD	ypjD b2611 JW2592	Escherichia coli (strain K12)	263	"29,262"		ypjD		b2611 JW2592
Q9S4X1	YUBE_ECOLI	Uncharacterized protein YubE	yubE yfeB ECOK12F053	Escherichia coli (strain K12)	73	"8,628"	yfeB	yubE		ECOK12F053
P0DPP0	YNFS_ECOLI	Protein YnfS	ynfS b4750	Escherichia coli (strain K12)	29	"3,193"		ynfS		b4750
P64448	YNBE_ECOLI	Uncharacterized protein YnbE	ynbE b1382 JW1377	Escherichia coli (strain K12)	61	"6,840"		ynbE		b1382 JW1377
C1P5Z9	YMIB_ECOLI	Putative protein YmiB	ymiB b4672 JW1278.1	Escherichia coli (strain K12)	34	"4,122"		ymiB		b4672 JW1278.1
P77601	YKGA_ECOLI	Putative HTH-type transcriptional regulator YkgA	ykgA b0300 JW5037	Escherichia coli (strain K12)	239	"28,475"		ykgA		b0300 JW5037
C1P5Z8	YKGR_ECOLI	Uncharacterized membrane protein YkgR	ykgR b4671 JW5035.1	Escherichia coli (strain K12)	33	"3,999"		ykgR		b4671 JW5035.1
P37617	ZNTA_ECOLI	Zinc/cadmium/lead-transporting P-type ATPase (EC 7.2.2.-) (EC 7.2.2.12) (EC 7.2.2.21) (Pb(II)/Cd(II)/Zn(II)-translocating ATPase) (Zn(2+)/Cd(2+)/Pb(2+) export ATPase)	zntA yhhO b3469 JW3434	Escherichia coli (strain K12)	732	"76,840"	yhhO	zntA		b3469 JW3434
P10905	UGPA_ECOLI	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA b3452 JW3417	Escherichia coli (strain K12)	295	"33,264"		ugpA		b3452 JW3417
P77234	YBEQ_ECOLI	Sel1-repeat-containing protein YbeQ	ybeQ b0644 JW5091	Escherichia coli (strain K12)	325	"37,031"		ybeQ		b0644 JW5091
P0A8U2	YAFD_ECOLI	UPF0294 protein YafD	yafD b0209 JW5017	Escherichia coli (strain K12)	266	"29,992"		yafD		b0209 JW5017
P0DP64	YBEM_ECOLI	Putative protein YbeM	ybeM b4581 JW0621 b0626	Escherichia coli (strain K12)	187	"20,482"		ybeM	b0626	b4581 JW0621
Q46821	UACT_ECOLI	Uric acid transporter UacT	uacT ygfU b2888 JW5470	Escherichia coli (strain K12)	482	"51,758"	ygfU	uacT		b2888 JW5470
P39300	ULAG_ECOLI	Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)	ulaG yjfR b4192 JW5868	Escherichia coli (strain K12)	354	"40,061"	yjfR	ulaG		b4192 JW5868
P27828	WECB_ECOLI	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (Bacteriophage N4 adsorption protein C) (UDP-GlcNAc-2-epimerase)	wecB nfrC rffE yifF b3786 JW5600	Escherichia coli (strain K12)	376	"42,245"	nfrC rffE yifF	wecB		b3786 JW5600
P68661	YBCO_ECOLI	Putative nuclease YbcO (EC 3.1.-.-)	ybcO b0549 JW0537	Escherichia coli (strain K12)	96	"10,348"		ybcO		b0549 JW0537
P77726	YAJR_ECOLI	Inner membrane transport protein YajR	yajR b0427 JW5059	Escherichia coli (strain K12)	454	"48,810"		yajR		b0427 JW5059
P33634	YFIE_ECOLI	Uncharacterized HTH-type transcriptional regulator YfiE	yfiE b2577 JW2561	Escherichia coli (strain K12)	293	"33,243"		yfiE		b2577 JW2561
P0AD35	YFDO_ECOLI	Protein YfdO	yfdO oweS b2358 JW2355	Escherichia coli (strain K12)	122	"14,401"	oweS	yfdO		b2358 JW2355
Q46843	YGHS_ECOLI	Uncharacterized ATP-binding protein YghS	yghS b2985 JW5491	Escherichia coli (strain K12)	237	"26,347"		yghS		b2985 JW5491
P42592	YGJK_ECOLI	Glucosidase YgjK (EC 3.2.1.-)	ygjK b3080 JW3051	Escherichia coli (strain K12)	783	"88,321"		ygjK		b3080 JW3051
P42599	YGJR_ECOLI	Uncharacterized oxidoreductase YgjR (EC 1.-.-.-)	ygjR b3087 JW3058	Escherichia coli (strain K12)	328	"36,214"		ygjR		b3087 JW3058
P0ACI3	XYLR_ECOLI	Xylose operon regulatory protein	xylR b3569 JW3541	Escherichia coli (strain K12)	392	"44,869"		xylR		b3569 JW3541
P0DP63	YBEH_ECOLI	Putative protein YbeH	ybeH b4581 JW0620 b0625	Escherichia coli (strain K12)	75	"7,969"		ybeH	b0625	b4581 JW0620
P51024	YAIL_ECOLI	Uncharacterized protein YaiL	yaiL b0354 JW0345	Escherichia coli (strain K12)	179	"19,923"		yaiL		b0354 JW0345
P77354	YAFU_ECOLI	Putative inner membrane protein YafU	yafU b0218 JW0207	Escherichia coli (strain K12)	112	"12,136"		yafU		b0218 JW0207
P31679	YAAU_ECOLI	Putative metabolite transport protein YaaU	yaaU yabE b0045 JW0044	Escherichia coli (strain K12)	443	"48,667"	yabE	yaaU		b0045 JW0044
P64631	YHFU_ECOLI	Uncharacterized protein YhfU	yhfU b3378 JW5697	Escherichia coli (strain K12)	117	"12,479"		yhfU		b3378 JW5697
P37631	YHIN_ECOLI	Uncharacterized protein YhiN	yhiN b3492 JW3459	Escherichia coli (strain K12)	400	"43,741"		yhiN		b3492 JW3459
P27862	YIGZ_ECOLI	IMPACT family member YigZ	yigZ b3848 JW5577	Escherichia coli (strain K12)	204	"21,757"		yigZ		b3848 JW5577
P28911	YHHH_ECOLI	Uncharacterized protein YhhH (ORF-B2)	yhhH b3483 JW3449	Escherichia coli (strain K12)	127	"14,531"		yhhH		b3483 JW3449
